A
1100 Generated by WorldEditor 1.7.21r1

1    137 1 0 ESSA Stockholm Arlanda
1302 city Stockholm
111  59.65898683  017.97647206
111  59.66092520  017.97641494
111  59.66191220  017.98023753
111  59.66508906  017.98181545
111  59.65956615  017.93433796
111  59.65722851  017.93044927
111  59.65660554  017.92697137
111  59.65877026  017.92635883
111  59.66701325  017.92956910
111  59.66781456  017.92171952
111  59.63625575  017.91030602
111  59.63586186  017.91693224
111  59.63775412  017.92428557
111  59.63626590  017.93234210
111  59.63819600  017.93508119
111  59.63941740  017.93530741
111  59.64366429  017.94829815
111  59.64343009  017.95040843
111  59.64250796  017.95145700
111  59.62667762  017.94594514
113  59.62557685  017.94982734
120 Linear Feature 73
111  59.66566038  017.92614916 20 106
115  59.66585692  017.92722372
120 Linear Feature 71
112  59.65297768  017.92372040  59.65290120  017.92423343 1 101
116  59.65333490  017.92500565  59.65353765  017.92528987
120 Linear Feature 70
112  59.65557312  017.92514927  59.65538329  017.92522442 1 101
116  59.65485631  017.92456136  59.65465594  017.92408127
120 Linear Feature 69
111  59.62587602  017.95028126
111  59.62593394  017.95057043
115  59.62582869  017.95079953
120 Linear Feature 68
111  59.62610559  017.95019884
111  59.62619953  017.95066543
115  59.62602859  017.95103841
120 Linear Feature 67
111  59.62637895  017.95095180
115  59.62629560  017.95113760
120 Linear Feature 66
111  59.62637118  017.95029244
115  59.62641780  017.95052713
120 Linear Feature 65
111  59.66644842  017.92429585
115  59.66637811  017.92397220
120 Linear Feature 64
111  59.66653806  017.92332141
115  59.66641854  017.92357198
120 Linear Feature 63
111  59.66676480  017.92349890
111  59.66659430  017.92383995
115  59.66668922  017.92427845
120 Linear Feature 62
111  59.66699857  017.92366246
111  59.66686323  017.92393739
115  59.66694057  017.92429585
120 Linear Feature 61
111  59.66457430  017.92694424
115  59.66455230  017.92683135
120 Linear Feature 60
111  59.66469636  017.92685865
115  59.66467378  017.92674427
120 Linear Feature 59
111  59.66482181  017.92676970
115  59.66480071  017.92665503
120 Linear Feature 58
111  59.66494965  017.92668305
115  59.66492677  017.92656557
120 Linear Feature 57
111  59.66507695  017.92659181
115  59.66505417  017.92647514
120 Linear Feature 56
111  59.66520579  017.92649783
115  59.66518561  017.92638185
120 Linear Feature 55
111  59.66532955  017.92641223
115  59.66530843  017.92629395
120 Linear Feature 54
111  59.66545500  017.92632496
115  59.66543234  017.92620673
120 Linear Feature 53
111  59.66558044  017.92623501
115  59.66555975  017.92611630
120 Linear Feature 52
111  59.66570844  017.92614538
115  59.66568658  017.92602454
120 Linear Feature 51
111  59.66583474  017.92605643
115  59.66581331  017.92593411
120 Linear Feature 50
111  59.66596069  017.92596917
115  59.66593792  017.92584789
120 Linear Feature 49
111  59.66608694  017.92587817
115  59.66606533  017.92575747
120 Linear Feature 48
111  59.66621875  017.92578662
115  59.66619615  017.92566461
120 Linear Feature 32
111  59.64496304  017.92239723 22
112  59.64487072  017.92344910  59.64487072  017.92348151 22
112  59.64488263  017.92367892  59.64488859  017.92371133 22
115  59.64539485  017.92565678
120 Linear Feature 31
111  59.64808605  017.92353319 22
115  59.64804052  017.92476300
120 Linear Feature 30
111  59.65118244  017.92456273 22
115  59.65104707  017.92608823
120 Linear Feature 29
111  59.65437189  017.92976072 22
115  59.65361977  017.93027418
120 Linear Feature 28
111  59.65243723  017.94116510 22
111  59.65217403  017.93871048
112  59.65217403  017.93871048  59.65217191  017.93861867 22
112  59.65222019  017.93853955  59.65223508  017.93852481
111  59.65222019  017.93853955 22
111  59.65268624  017.93796193
112  59.65268624  017.93796193  59.65270560  017.93793835 22
116  59.65272496  017.93779984  59.65272496  017.93773206
120 Linear Feature 27
111  59.65562096  017.93960094 22
111  59.65460611  017.94011269
112  59.65460611  017.94011269  59.65441796  017.94021451 22
112  59.65435975  017.94070482  59.65433403  017.94084415 22
112  59.65421220  017.94098883  59.65412422  017.94103974
111  59.65421220  017.94098883 22
111  59.65384495  017.94117440
112  59.65384495  017.94117440  59.65382464  017.94118244 22
112  59.65374412  017.94118170  59.65372382  017.94117367
111  59.65374412  017.94118170 22
111  59.65311468  017.94099416
112  59.65311468  017.94099416  59.65310385  017.94099148 22
112  59.65302263  017.94102631  59.65300504  017.94103435
111  59.65302263  017.94102631 22
115  59.65240774  017.94132635
120 Linear Feature 26
111  59.65244767  017.94542532 22
111  59.65220171  017.94348625
112  59.65220171  017.94348625  59.65219246  017.94341305 22
112  59.65226643  017.94334318  59.65231266  017.94331490
111  59.65226643  017.94334318 22
115  59.65587551  017.94151211
120 Linear Feature 25
111  59.65619108  017.94408632 22
115  59.65530799  017.94453363
120 Linear Feature 24
111  59.65638523  017.94594852 22
115  59.65557091  017.94636261
120 Linear Feature 23
111  59.65308251  017.94974936 22
111  59.65461759  017.94898837
112  59.65461759  017.94898837  59.65465525  017.94897661 22
112  59.65477812  017.94880401  59.65479794  017.94874516
111  59.65477812  017.94880401 22
111  59.65550481  017.94704716
112  59.65550481  017.94704716  59.65553454  017.94698047 22
112  59.65555199  017.94668421  59.65554010  017.94656653
111  59.65555199  017.94668421 22
111  59.65530917  017.94472655
112  59.65530917  017.94472655  59.65528527  017.94457143 22
112  59.65526578  017.94451864  59.65524241  017.94446901 22
112  59.65497573  017.94425451  59.65490866  017.94427170
111  59.65497573  017.94425451 22
115  59.65251678  017.94548362
120 Linear Feature 22
111  59.65636188  017.94828366 22
115  59.65562264  017.94698518
120 Linear Feature 20
111  59.65363087  017.93034221 20
111  59.65429783  017.92988405
112  59.65429783  017.92988405  59.65433776  017.92986213 20
112  59.65440879  017.93000998  59.65442046  017.93009322
111  59.65440879  017.93000998 20
111  59.65506520  017.93514116
112  59.65506520  017.93514116  59.65512231  017.93557726 20
112  59.65524231  017.93600490  59.65527387  017.93617773
111  59.65524231  017.93600490 20
111  59.65534749  017.93680771
112  59.65534749  017.93680771  59.65534973  017.93685000 20
112  59.65534613  017.93734090  59.65534884  017.93740837
111  59.65534613  017.93734090 20
111  59.65560762  017.93938645
112  59.65560762  017.93938645  59.65561251  017.93945007 20
112  59.65555460  017.93956061  59.65553617  017.93957482
111  59.65555460  017.93956061 20
111  59.65456582  017.94005953
112  59.65456582  017.94005953  59.65443140  017.94013256 20
112  59.65435541  017.94046408  59.65431501  017.94068792
111  59.65435541  017.94046408 20
111  59.65429991  017.94079577
112  59.65429991  017.94079577  59.65428997  017.94083079 20
112  59.65420568  017.94092127  59.65415832  017.94094729
111  59.65420568  017.94092127 20
111  59.65382985  017.94110877
112  59.65382985  017.94110877  59.65380795  017.94111703 20
112  59.65374655  017.94110999  59.65371629  017.94110154
111  59.65374655  017.94110999 20
111  59.65312023  017.94092451
112  59.65312023  017.94092451  59.65309270  017.94091893 20
112  59.65301350  017.94095398  59.65300026  017.94096389
111  59.65301350  017.94095398 20
111  59.65254688  017.94118645
112  59.65254688  017.94118645  59.65250756  017.94120382 20
112  59.65246056  017.94103745  59.65245023  017.94094497
111  59.65246056  017.94103745 20
111  59.65222336  017.93882961
112  59.65222336  017.93882961  59.65221119  017.93871272 20
112  59.65227886  017.93854830  59.65234148  017.93848498
111  59.65227886  017.93854830 20
111  59.65270255  017.93802319
112  59.65270255  017.93802319  59.65272664  017.93799336 20
112  59.65276653  017.93778831  59.65277592  017.93767065
111  59.65276653  017.93778831
111  59.65268197  017.93781583
112  59.65268197  017.93781583  59.65268324  017.93784172 20
112  59.65266194  017.93790798  59.65265247  017.93792138
111  59.65266194  017.93790798 20
111  59.65217840  017.93850485
112  59.65217840  017.93850485  59.65213339  017.93856454 20
112  59.65214891  017.93882157  59.65215822  017.93890865
111  59.65214891  017.93882157 20
111  59.65239392  017.94110819
112  59.65239392  017.94110819  59.65239663  017.94113627 20
116  59.65239392  017.94124214  59.65238638  017.94125002
120 Linear Feature 19
111  59.64807711  017.92476860 20
111  59.64811834  017.92363053
112  59.64811834  017.92363053  59.64812043  017.92354480 20
112  59.64821385  017.92349110  59.64827439  017.92350969
111  59.64821385  017.92349110 20
111  59.64956032  017.92398310
112  59.64956032  017.92398310  59.64957447  017.92398991 20
112  59.64967808  017.92401854  59.64968850  017.92401957
111  59.64967808  017.92401854 20
111  59.64998472  017.92403833
112  59.64998472  017.92403833  59.65000661  017.92404081 20
112  59.65010705  017.92407934  59.65012122  017.92408883
111  59.65010705  017.92407934 20
111  59.65110475  017.92444363
112  59.65110475  017.92444363  59.65112101  017.92445477 20
112  59.65114390  017.92459463  59.65114120  017.92464085
111  59.65114390  017.92459463 20
111  59.65101051  017.92607807
111  59.65107955  017.92610218 20
111  59.65121720  017.92458669
112  59.65121720  017.92458669  59.65122176  017.92455864 20
112  59.65128936  017.92451084  59.65131396  017.92451807
111  59.65128936  017.92451084 20
111  59.65226868  017.92486729
112  59.65226868  017.92486729  59.65229664  017.92487813 20
112  59.65239179  017.92497615  59.65241636  017.92502039
111  59.65239179  017.92497615 20
111  59.65388508  017.92737024
112  59.65388508  017.92737024  59.65395547  017.92747205 20
112  59.65405821  017.92788210  59.65411642  017.92818753
111  59.65405821  017.92788210 20
111  59.65434383  017.92952459
112  59.65434383  017.92952459  59.65435601  017.92959425 20
112  59.65427885  017.92974697  59.65423689  017.92977108
111  59.65427885  017.92974697 20
115  59.65360745  017.93020780
120 Linear Feature 18
111  59.64542568  017.92562519 20
111  59.64530531  017.92516156
111  59.64526532  017.92500750 20
111  59.64491092  017.92363831
112  59.64491092  017.92363831  59.64490476  017.92360909 20
112  59.64490534  017.92345569  59.64490903  017.92339968
111  59.64490534  017.92345569 20
111  59.64499640  017.92242648
112  59.64499640  017.92242648  59.64500083  017.92237876 20
112  59.64503890  017.92237454  59.64505366  017.92238022
111  59.64503890  017.92237454 20
111  59.64556285  017.92251882
112  59.64556285  017.92251882  59.64559369  017.92253084 20
112  59.64562536  017.92266185  59.64561823  017.92274154
111  59.64562536  017.92266185 20
111  59.64544004  017.92427910
112  59.64544004  017.92427910  59.64543334  017.92432692 20
112  59.64526532  017.92500750  59.64526096  017.92504201
111  59.64526532  017.92500750
111  59.64530531  017.92516156
112  59.64530531  017.92516156  59.64530674  017.92512045 20
112  59.64537936  017.92479459  59.64538690  017.92476273 20
112  59.64548697  017.92435275  59.64549302  017.92431657 20
111  59.64569891  017.92261094
112  59.64569891  017.92261094  59.64570400  017.92258127 20
112  59.64576303  017.92259829  59.64578444  017.92260593
111  59.64576303  017.92259829 20
111  59.64798679  017.92340875
112  59.64798679  017.92340875  59.64802439  017.92342394 20
112  59.64804988  017.92356989  59.64805206  017.92363509
111  59.64804988  017.92356989 20
115  59.64800548  017.92475646
120 Linear Feature 17
112  59.65621602  017.94416748  59.65621749  017.94417390
111  59.65621602  017.94416748 20
111  59.65642177  017.94578287
112  59.65642177  017.94578287  59.65642796  017.94584503 20
112  59.65637705  017.94587745  59.65637234  017.94587978
111  59.65637705  017.94587745 20
111  59.65559577  017.94627686
112  59.65559577  017.94627686  59.65558017  017.94628367 20
112  59.65552643  017.94618941  59.65551905  017.94614061
111  59.65552643  017.94618941 20
111  59.65534408  017.94471017
112  59.65534408  017.94471017  59.65534041  017.94468005 20
112  59.65534540  017.94458799  59.65536226  017.94457589
111  59.65534540  017.94458799 20
111  59.65620227  017.94415607
114  59.65620227  017.94415607  59.65620803  017.94415499 20
120 Linear Feature 16
112  59.65248256  017.94540554  59.65247976  017.94538744
111  59.65248256  017.94540554 20
111  59.65223375  017.94344921
112  59.65223375  017.94344921  59.65223187  017.94343036 20
112  59.65227585  017.94340856  59.65228492  017.94340305
111  59.65227585  017.94340856 20
111  59.65586859  017.94158994
112  59.65586859  017.94158994  59.65588089  017.94158638 20
112  59.65589571  017.94164518  59.65590108  017.94167974
111  59.65589571  017.94164518 20
111  59.65617276  017.94382750
112  59.65617276  017.94382750  59.65618613  017.94393591 20
112  59.65612138  017.94404844  59.65609614  017.94406245
111  59.65612138  017.94404844 20
111  59.65532814  017.94444550
112  59.65532814  017.94444550  59.65530130  017.94445867 20
112  59.65522058  017.94437165  59.65520623  017.94435409
111  59.65522058  017.94437165 20
111  59.65508596  017.94422330
112  59.65508596  017.94422330  59.65506070  017.94420675 20
112  59.65497734  017.94418247  59.65492656  017.94418657
111  59.65497734  017.94418247 20
111  59.65250792  017.94541727
114  59.65250792  017.94541727  59.65249845  017.94542077 20
120 Linear Feature 15
112  59.65236641  017.94545696  59.65239206  017.94543493 20
112  59.65239795  017.94532834  59.65238740  017.94524698
111  59.65239795  017.94532834 20
111  59.65216353  017.94347118
112  59.65216353  017.94347118  59.65215237  017.94337577 20
112  59.65226078  017.94327136  59.65230854  017.94324738
111  59.65226078  017.94327136 20
111  59.65576143  017.94149852
112  59.65576143  017.94149852  59.65579262  017.94146719 20
112  59.65584416  017.94123390  59.65583132  017.94111939
111  59.65584416  017.94123390 20
111  59.65566646  017.93985384
112  59.65566646  017.93985384  59.65565327  017.93975155 20
112  59.65555831  017.93970765  59.65551776  017.93972475
111  59.65555831  017.93970765 20
111  59.65461935  017.94018089
112  59.65461935  017.94018089  59.65447901  017.94027354 20
112  59.65438710  017.94075545  59.65436826  017.94087730 20
112  59.65421648  017.94106137  59.65410002  017.94112528
111  59.65421648  017.94106137 20
111  59.65384815  017.94124795
112  59.65384815  017.94124795  59.65382235  017.94126126 20
112  59.65373472  017.94125317  59.65371469  017.94124629
111  59.65373472  017.94125317 20
111  59.65310954  017.94107044
112  59.65310954  017.94107044  59.65308603  017.94107090 20
112  59.65302513  017.94109677  59.65298556  017.94111766 20
115  59.65241377  017.94139417
120 Linear Feature 11
112  59.64250355  017.92162676  59.64233979  017.92163425 22
112  59.64212666  017.92205419  59.64206084  017.92227154
111  59.64212666  017.92205419 22
111  59.64134208  017.92502786
112  59.64134208  017.92502786  59.64131677  017.92512213 22
112  59.64117531  017.92526944  59.64110980  017.92527533
111  59.64117531  017.92526944 22
111  59.64093260  017.92526649
112  59.64093260  017.92526649  59.64085071  017.92527238 22
112  59.64068670  017.92558780  59.64064650  017.92573510
111  59.64068670  017.92558780 22
111  59.64051547  017.92624181
112  59.64051547  017.92624181  59.64049016  017.92633314 22
112  59.64037699  017.92643625  59.64033828  017.92642741
111  59.64037699  017.92643625 22
111  59.63946185  017.92622411
112  59.63946185  017.92622411  59.63933826  017.92620938 22
112  59.63918468  017.92654775  59.63913256  017.92673628
111  59.63918468  017.92654775 22
115  59.63739595  017.93323400
120 Linear Feature 10
111  59.63917708  017.92280532 22
111  59.63939056  017.92081178
112  59.63939056  017.92081178  59.63939392  017.92078300 22
112  59.63942570  017.92065996  59.63944035  017.92064765
111  59.63942570  017.92065996 22
111  59.63955883  017.92054472
112  59.63955883  017.92054472  59.63957654  017.92053356 22
112  59.63964204  017.92054838  59.63966394  017.92055685
111  59.63964204  017.92054838 22
111  59.63991584  017.92063984
112  59.63991584  017.92063984  59.63993150  017.92064601 22
112  59.63999073  017.92072581  59.64000725  017.92075430
111  59.63999073  017.92072581 22
111  59.64043744  017.92152557
112  59.64043744  017.92152557  59.64047946  017.92159170 22
112  59.64058167  017.92167739  59.64062818  017.92169282
111  59.64058167  017.92167739 22
115  59.64075142  017.92172846
120 Linear Feature 9
111  59.63677651  017.91693974 22
111  59.63721973  017.91776309
112  59.63721973  017.91776309  59.63723234  017.91779517 22
112  59.63734765  017.91790922  59.63737287  017.91791991
111  59.63734765  017.91790922 22
111  59.64076188  017.91914285
112  59.64076188  017.91914285  59.64082133  017.91917493 22
112  59.64085917  017.91938881  59.64085016  017.91952071
111  59.64085917  017.91938881 22
111  59.64066459  017.92143623
112  59.64066459  017.92143623  59.64064657  017.92166081 22
112  59.64075142  017.92172846  59.64080478  017.92174698
111  59.64075142  017.92172846 22
115  59.64199150  017.92218127
120 Linear Feature 8
111  59.64087865  017.92214642 20
111  59.64090247  017.92194314
112  59.64090247  017.92194314  59.64091975  017.92188464 20
112  59.64099777  017.92188128  59.64103031  017.92188853
111  59.64099777  017.92188128 20
111  59.64193125  017.92222892
112  59.64193125  017.92222892  59.64196071  017.92225364 20
112  59.64194911  017.92257066  59.64191987  017.92268344
111  59.64194911  017.92257066 20
111  59.64131033  017.92499272
112  59.64131033  017.92499272  59.64128661  017.92505869 20
112  59.64117334  017.92520484  59.64111852  017.92522367
111  59.64117334  017.92520484 20
111  59.64092914  017.92519600
112  59.64092914  017.92519600  59.64085103  017.92519758 20
112  59.64065312  017.92556378  59.64060266  017.92573032
111  59.64065312  017.92556378 20
111  59.64048040  017.92621779
112  59.64048040  017.92621779  59.64046094  017.92628197 20
112  59.64037766  017.92636804  59.64032618  017.92639665
111  59.64037766  017.92636804 20
111  59.63946447  017.92615297
112  59.63946447  017.92615297  59.63936754  017.92613866 20
112  59.63914880  017.92652120  59.63908031  017.92677925
111  59.63914880  017.92652120 20
111  59.63740339  017.93303808
112  59.63740339  017.93303808  59.63738998  017.93306164 20
116  59.63734829  017.93311467  59.63732745  017.93311761
120 Linear Feature 2
111  59.63925238  017.92244478 20
111  59.63942213  017.92082747
112  59.63942213  017.92082747  59.63943106  017.92077444 20
112  59.63946382  017.92070374  59.63949509  017.92065661 20
112  59.63960676  017.92060358  59.63963952  017.92060947
111  59.63960676  017.92060358 20
111  59.63990903  017.92070669
112  59.63990903  017.92070669  59.63993286  017.92071847 20
112  59.64002964  017.92088933  59.64004602  017.92092174
111  59.64002964  017.92088933 20
111  59.64047358  017.92168473
112  59.64047358  017.92168473  59.64048549  017.92170535 20
112  59.64057334  017.92176722  59.64059270  017.92177606
111  59.64057334  017.92176722 20
111  59.64084583  017.92185560 20
115  59.64082052  017.92211779
120 Linear Feature 1
111  59.63917950  017.92243013 20
111  59.63935940  017.92078832
112  59.63935940  017.92078832  59.63936513  017.92075062 20
112  59.63940873  017.92059314  59.63944244  017.92056443
111  59.63940873  017.92059314 20
111  59.63955091  017.92047832
112  59.63955091  017.92047832  59.63958015  017.92046080 20
112  59.63966117  017.92047832  59.63969481  017.92049290
111  59.63966117  017.92047832 20
111  59.63993973  017.92058165 20
115  59.63984397  017.92022574
120 Linear Feature 12
111  59.64536071  017.92568901 20
112  59.64484622  017.92369607  59.64483532  017.92363568 20
112  59.64483750  017.92342000  59.64484404  017.92336392 20
111  59.64493124  017.92235882 20
111  59.64408479  017.92212055
111  59.64408670  017.92198222 20
111  59.64551535  017.92236525
112  59.64551535  017.92236525  59.64553668  017.92237251 20
112  59.64564180  017.92241271  59.64566966  017.92242428
111  59.64564180  017.92241271 20
111  59.64955298  017.92383572
112  59.64955298  017.92383572  59.64956458  017.92384116 20
112  59.64967534  017.92387865  59.64969470  017.92388160 20
112  59.64999250  017.92390739  59.65001782  017.92391034 20
112  59.65015353  017.92395455  59.65018331  017.92396634
111  59.65015353  017.92395455 20
111  59.65226890  017.92472356
112  59.65226890  017.92472356  59.65228974  017.92473240 20
112  59.65243716  017.92486796  59.65245354  017.92489154
111  59.65243716  017.92486796 20
111  59.65393952  017.92728277
112  59.65393952  017.92728277  59.65395888  017.92730929 20
112  59.65410034  017.92772485  59.65412777  017.92788161
111  59.65410034  017.92772485 20
111  59.65442792  017.92957805 20
111  59.65513426  017.93510847
112  59.65513426  017.93510847  59.65514915  017.93521458 20
112  59.65525487  017.93570677  59.65527869  017.93577750
111  59.65525487  017.93570677
112  59.65525487  017.93570677  59.65526678  017.93575098 20
112  59.65530252  017.93594141  59.65531294  017.93601215
111  59.65530252  017.93594141 20
111  59.65540973  017.93678138
112  59.65540973  017.93678138  59.65541122  017.93684033 20
112  59.65541122  017.93729126  59.65541568  017.93736199
111  59.65541122  017.93729126 20
112  59.65549311  017.93791313  59.65549758  017.93795734
111  59.65549311  017.93791313 20
111  59.65711941  017.95070910
111  59.65705240  017.95074447 20
111  59.65684000  017.94908099
111  59.65681211  017.94886252 20
111  59.65646126  017.94611479
112  59.65646126  017.94611479  59.65645531  017.94608532 20
112  59.65639277  017.94601458  59.65637341  017.94601753
111  59.65639277  017.94601458 20
111  59.65560292  017.94641932
112  59.65560292  017.94641932  59.65558952  017.94644290 20
112  59.65558640  017.94663771  59.65559087  017.94667603 20
112  59.65562057  017.94688532  59.65563099  017.94690596
111  59.65562057  017.94688532 20
111  59.65638877  017.94822814
111  59.65634112  017.94833719 20
111  59.65560764  017.94705215
112  59.65560764  017.94705215  59.65559424  017.94704036 20
112  59.65555254  017.94705215  59.65553765  017.94708162
111  59.65555254  017.94705215 20
111  59.65480519  017.94885850
112  59.65480519  017.94885850  59.65476648  017.94894987 20
112  59.65476201  017.94924754  59.65477988  017.94941554
111  59.65476201  017.94924754 20
115  59.65483795  017.94982815
120 Linear Feature 14
111  59.65476901  017.94986803 20
111  59.65468747  017.94922250
112  59.65468747  017.94922250  59.65466109  017.94912283 20
112  59.65458675  017.94908011  59.65453639  017.94909435
111  59.65458675  017.94908011 20
111  59.65308903  017.94982522
111  59.65306984  017.94968284 20
111  59.65460834  017.94890449
112  59.65460834  017.94890449  59.65466349  017.94888550 20
112  59.65475462  017.94875260  59.65479299  017.94866241
111  59.65475462  017.94875260 20
111  59.65548842  017.94697266
112  59.65548842  017.94697266  59.65550281  017.94692045 20
112  59.65551515  017.94664989  59.65550130  017.94651210
111  59.65551515  017.94664989 20
112  59.65525927  017.94461759  59.65523856  017.94449705
111  59.65525927  017.94461759
112  59.65525927  017.94461759  59.65522622  017.94450519 20
112  59.65497835  017.94432586  59.65492117  017.94434439
111  59.65497835  017.94432586
112  59.65497835  017.94432586  59.65493762  017.94433625 20
115  59.65238746  017.94561421
120 Linear Feature 21
111  59.65708669  017.95072550 22
111  59.65539631  017.93743152
112  59.65539631  017.93743152  59.65539184  017.93738502 22
112  59.65537931  017.93716491  59.65538043  017.93709626
111  59.65537931  017.93716491 22
112  59.65538043  017.93681555  59.65537674  017.93677104
111  59.65538043  017.93681555 22
111  59.65527012  017.93595084
112  59.65527012  017.93595084  59.65524607  017.93587710 22
112  59.65510062  017.93512011  59.65507354  017.93490576
111  59.65510062  017.93512011 22
111  59.65440410  017.92966961 22
111  59.65408862  017.92785377
112  59.65408862  017.92785377  59.65404723  017.92762348 22
112  59.65391746  017.92734226  59.65383608  017.92720565
111  59.65391746  017.92734226 22
111  59.65241247  017.92492187
112  59.65241247  017.92492187  59.65239457  017.92489308 22
112  59.65225998  017.92479181  59.65224097  017.92478517
111  59.65225998  017.92479181 22
111  59.65010425  017.92400729
112  59.65010425  017.92400729  59.65008524  017.92399622 22
112  59.64998567  017.92396744  59.64997113  017.92396301
111  59.64998567  017.92396744 22
111  59.64966124  017.92394530
112  59.64966124  017.92394530  59.64965006  017.92394087 22
112  59.64953818  017.92390323  59.64952700  017.92389659
111  59.64953818  017.92390323 22
111  59.64562425  017.92247381
112  59.64562425  017.92247381  59.64561306  017.92246938 22
112  59.64550678  017.92242732  59.64548553  017.92242068
111  59.64550678  017.92242732 22
115  59.64408579  017.92204852
120 Linear Feature 7
111  59.63737825  017.91785017 20
111  59.64076720  017.91906326
112  59.64076720  017.91906326  59.64085775  017.91910743 20
112  59.64089725  017.91938543  59.64088424  017.91956552
111  59.64089725  017.91938543 20
111  59.64070323  017.92142130
112  59.64070323  017.92142130  59.64069491  017.92154022 20
112  59.64076645  017.92165853  59.64083976  017.92168624
111  59.64076645  017.92165853 20
111  59.64199840  017.92210013
112  59.64199840  017.92210013  59.64203649  017.92210386 20
112  59.64210529  017.92196166  59.64214958  017.92184102
111  59.64210529  017.92196166
112  59.64210529  017.92196166  59.64219425  017.92170443 20
112  59.64250546  017.92154743  59.64267951  017.92152711
111  59.64250546  017.92154743
111  59.64250177  017.92170077
112  59.64250177  017.92170077  59.64228287  017.92170864 20
112  59.64212884  017.92219339  59.64210357  017.92231003
111  59.64212884  017.92219339 20
111  59.64137244  017.92506458
112  59.64137244  017.92506458  59.64133102  017.92521123 20
112  59.64116752  017.92534495  59.64105633  017.92534063
111  59.64116752  017.92534495 20
111  59.64092989  017.92534063
112  59.64092989  017.92534063  59.64086449  017.92534063 20
112  59.64071406  017.92562100  59.64067700  017.92574177
111  59.64071406  017.92562100 20
111  59.64055056  017.92627662
112  59.64055056  017.92627662  59.64050696  017.92641896 20
112  59.64036754  017.92650518  59.64030432  017.92649655
111  59.64036754  017.92650518 20
111  59.63945410  017.92629383
112  59.63945410  017.92629383  59.63934509  017.92628952 20
112  59.63921221  017.92659006  59.63917297  017.92674532
111  59.63921221  017.92659006 20
111  59.63747368  017.93307035
112  59.63747368  017.93307035  59.63746623  017.93317640 20
116  59.63749023  017.93335253  59.63750810  017.93342912
120 Linear Feature 6
112  59.64063145  017.92149457  59.64061792  017.92162312 20
112  59.64051775  017.92145440  59.64053534  017.92129103 20
116  59.64063145  017.92149457  59.64061792  017.92162312
120 Linear Feature 5
112  59.64064498  017.92128321  59.64057958  017.92116166 20
116  59.64045274  017.92145966  59.64046265  017.92163611
120 Linear Feature 4
111  59.64064498  017.92128321 20
111  59.64082446  017.91942130
112  59.64082446  017.91942130  59.64083437  017.91934680 20
112  59.64075509  017.91920564  59.64071942  017.91918603
111  59.64075509  017.91920564 20
115  59.63736590  017.91799203
120 Linear Feature 3
111  59.63939640  017.91989125 20
111  59.63986412  017.92004417
112  59.63986412  017.92004417  59.63987914  017.92005338 20
112  59.63990971  017.92017356  59.63992097  017.92021968
111  59.63990971  017.92017356 20
111  59.64006429  017.92074603
112  59.64006429  017.92074603  59.64008015  017.92079701 20
112  59.64012771  017.92087935  59.64014357  017.92091071
111  59.64012771  017.92087935 20
115  59.64045274  017.92145966
120 Linear Feature 3
111  59.64612981  017.95240176 5
115  59.64520740  017.94954031
120 Linear Feature 5
111  59.65907050  017.92275402 4 103
115  59.65929658  017.92283195
120 Linear Feature 6
111  59.64858967  017.91987576 4 103
115  59.64875813  017.91953503
120 Linear Feature 6
111  59.65038651  017.91976036 4 103
115  59.65048936  017.92024186
120 Linear Feature 6
111  59.65299628  017.92144767 4 103
115  59.65316495  017.92109767
120 Linear Feature 6
111  59.65436937  017.92168979 4 103
115  59.65446632  017.92216217
120 Linear Feature 6
111  59.65780104  017.92336808 4 103
115  59.65813633  017.92349396
120 Linear Feature 15
111  59.64460580  017.91829049 4 103
111  59.64475178  017.91865050 4 103
115  59.64508181  017.91878031
120 Linear Feature 16
111  59.64388641  017.91835748 4 103
115  59.64426509  017.91848311
120 Linear Feature 17
111  59.63723671  017.91662511 4 103
115  59.63770270  017.91553671
120 Linear Feature 3
111  59.66556206  017.92560186 4 103
115  59.66564105  017.92603139
120 RW hold
111  59.65742371  017.93502222 4 103
115  59.65724252  017.93539098
120 RW hold
111  59.65859822  017.94479224 4 103
115  59.65845597  017.94507102
120 RW hold
111  59.66290615  017.97889819 4 103
115  59.66278810  017.97928078
120 ILS Hold
111  59.64865927  017.95681968 4 103
115  59.64841965  017.95673236
120 RW hold
111  59.62688561  017.94817564 4 103
115  59.62663633  017.94808407
120 RW hold
111  59.62732133  017.94905254 4 103
115  59.62723154  017.94866009
120 RW hold
111  59.62884831  017.94922396 4 103
115  59.62869991  017.94957864
120 ILS Hold
111  59.63280956  017.95066021 4 103
115  59.63266599  017.95098803
120 ILS Hold
111  59.64255543  017.95460218 4 103
115  59.64248134  017.95422445
120 ILS Hold
111  59.64652066  017.95603667 4 103
115  59.64644843  017.95563377
120 ILS Hold
111  59.64952672  017.95713390 4 103
115  59.64930508  017.95704896
120 Linear Feature 8
111  59.64522653  017.92193318 20
115  59.64518140  017.92185513
120 Linear Feature 7
111  59.64522741  017.92183991 20
115  59.64518187  017.92193605
120 Linear Feature 10
111  59.65794019  017.94284260 20
115  59.65787908  017.94275849
120 Linear Feature 9
111  59.65792654  017.94273993 20
115  59.65789204  017.94285478
120 Linear Feature 8
111  59.65888379  017.94240490 20
115  59.65883192  017.94234546
120 Linear Feature 7
111  59.65887560  017.94231303 20
115  59.65884024  017.94242469
