I
1100 Generated by WorldEditor 1.7.1r2

1    283 1 0 ENKR Kirkenes Høybuktmoen
1302 city Kirkenes
1204 ils 06,24
1202 32 33 twoway runway 06/24
1204 departure 06,24
1204 arrival 06,24
1204 ils 06,24
1202 33 28 twoway runway 06/24
1204 departure 06,24
1204 arrival 06,24
1204 ils 06,24
1206 10 11 oneway  
1206 9 10 oneway  
1206 5 6 oneway  
1206 6 7 oneway  
1206 7 9 oneway  
1206 8 5 oneway  
1206 3 8 oneway  
1206 2 4 oneway  
1206 4 3 oneway  
1206 1 2 oneway  
1206 0 1 oneway  
1206 1 0 oneway  
1206 2 1 oneway  
1206 3 4 oneway  
1206 4 2 oneway  
1206 5 8 oneway  
1206 8 3 oneway  
1206 9 7 oneway  
1206 7 6 oneway  
1206 6 5 oneway  
1206 10 9 oneway  
1206 11 10 oneway  
1400  69.72116502  29.88509205  341.24 baggage_loader 0 New Service Truck 86
1400  69.72125991  29.88497691  340.98 baggage_loader 0 New Service Truck 85
1400  69.72148071  29.88206568  342.22 pushback 0 New Service Truck 48
1400  69.72110272  29.88144542  71.04 fuel_jets 0 New Service Truck 47
1400  69.72138254  29.88499744  343.41 baggage_train 3 New Service Truck 46
1400  69.72139806  29.88507171  343.41 baggage_train 3 New Service Truck 46
1400  69.72136122  29.88489918  162.55 gpu 0 New Service Truck 45
99
