I
1130 Generated by WorldEditor 2.0.0r4

1    205 1 0 ENKB Kristiansund Kvernberget
1302 city Kristiansund N
1302 country Norway
120 Linear Feature 78
111  63.11337764  007.82454336 10
115  63.11333931  007.82426718
120 Linear Feature 77
111  63.11256691  007.82390536 20
112  63.11266061  007.82378600  63.11267996  007.82377474 20
112  63.11278235  007.82377174  63.11284959  007.82380728
111  63.11278235  007.82377174 20
115  63.11325774  007.82400731
120 Linear Feature 76
111  63.11353222  007.82423242 20
111  63.11349092  007.82425127 20
115  63.11325774  007.82400731
120 Linear Feature 75
111  63.11395594  007.82701149 20
112  63.11389718  007.82697014  63.11388838  007.82691393 20
111  63.11349611  007.82436914 20
115  63.11354745  007.82433233
120 Linear Feature 74
111  63.11411255  007.82799912 20
112  63.11411149  007.82805836  63.11410312  007.82806593
111  63.11411149  007.82805836 20
111  63.11408197  007.82808050 20
112  63.11403323  007.82801417  63.11401307  007.82795324
111  63.11403323  007.82801417 20
111  63.11390754  007.82717206 20
112  63.11392539  007.82710736  63.11394630  007.82709312
111  63.11392539  007.82710736 20
115  63.11396631  007.82707952
120 Linear Feature 73
111  63.11344133  007.82432400 20
111  63.11385102  007.82696980 20
111  63.11383498  007.82709514 20
111  63.11399118  007.82813405 20
111  63.11404863  007.82819196 20
112  63.11409171  007.82817888  63.11412127  007.82816020 20
115  63.11417412  007.82812090
120 Linear Feature 72
111  63.11259066  007.82397854 20
112  63.11270564  007.82388255  63.11274846  007.82387736 20
111  63.11283305  007.82391943 20
111  63.11323832  007.82411319 20
115  63.11344133  007.82432400
120 Linear Feature 80
111  63.11425880  007.82868675 10
115  63.11415525  007.82876519
120 Linear Feature 80
111  63.11425375  007.82865301 10
115  63.11415040  007.82873131
120 Linear Feature 80
111  63.11424831  007.82861666 10
115  63.11414517  007.82869479
120 Linear Feature 80
111  63.11421256  007.82837779 10
115  63.11411083  007.82845488
120 Linear Feature 80
111  63.11420702  007.82834079 10
115  63.11410552  007.82841775
120 Linear Feature 80
111  63.11420129  007.82830249 10
115  63.11410001  007.82837926
120 Linear Feature 54
111  63.11427209  007.83051395 2
115  63.11431104  007.83076902
120 Linear Feature 53
111  63.11436614  007.83112989 2
115  63.11441320  007.83143812
120 Linear Feature 52
111  63.11416817  007.83137953 10
112  63.11431252  007.83151802  63.11439840  007.83145886 10
111  63.11441320  007.83143812 10
112  63.11431760  007.83193160  63.11417610  007.83204524 10
115  63.11411627  007.83208727
120 Linear Feature 51
112  63.11426484  007.83121065  63.11418911  007.83129480 10
115  63.11418669  007.83150339
120 Linear Feature 50
111  63.11412532  007.83109279 10
112  63.11426484  007.83121065  63.11434065  007.83115839
111  63.11426484  007.83121065 10
115  63.11436614  007.83112989
120 Linear Feature 49
112  63.11420712  007.83083852  63.11412308  007.83090584 10
115  63.11412151  007.83106724
120 Linear Feature 48
111  63.11406630  007.83069782 10
112  63.11420712  007.83083852  63.11428033  007.83078714 10
115  63.11431138  007.83077124
120 Linear Feature 47
112  63.11416703  007.83058005  63.11407303  007.83065662 10
115  63.11409247  007.83087297
120 Linear Feature 46
111  63.11402918  007.83044944 10
112  63.11416703  007.83058005  63.11424965  007.83052491
111  63.11416703  007.83058005 10
115  63.11427181  007.83051208
120 Linear Feature 44
112  63.11410230  007.83016276  63.11401782  007.83027384 10
115  63.11402918  007.83044944
120 Linear Feature 43
111  63.11396234  007.83000218 10
112  63.11410230  007.83016276  63.11417739  007.83011087
111  63.11410230  007.83016276 10
115  63.11420717  007.83008871
120 Linear Feature 42
112  63.11406406  007.82991624  63.11397989  007.82999040 10
115  63.11398965  007.83018496
120 Linear Feature 41
111  63.11392643  007.82976190 10
112  63.11406406  007.82991624  63.11413798  007.82986176
111  63.11406406  007.82991624 10
115  63.11416854  007.82983572
120 Linear Feature 40
112  63.11399480  007.82946974  63.11390537  007.82956135 10
115  63.11392643  007.82976190
120 Linear Feature 39
111  63.11386435  007.82934651 10
112  63.11399486  007.82947013  63.11404977  007.82943433
111  63.11399486  007.82947013 10
115  63.11410087  007.82939248
120 Linear Feature 38
112  63.11395654  007.82922311  63.11387369  007.82930454 10
115  63.11388810  007.82950540
120 Linear Feature 37
111  63.11382700  007.82909656 10
112  63.11395654  007.82922311  63.11402459  007.82916862
111  63.11395654  007.82922311 10
115  63.11406221  007.82913925
120 Linear Feature 36
112  63.11389502  007.82882651  63.11382196  007.82889316 10
115  63.11382700  007.82909656
120 Linear Feature 35
111  63.11377230  007.82873060 10
112  63.11389496  007.82882612  63.11395597  007.82878720
111  63.11389496  007.82882612 10
115  63.11400306  007.82875187
120 Linear Feature 34
112  63.11385147  007.82854574  63.11377064  007.82862652 10
115  63.11378298  007.82880202
120 Linear Feature 33
111  63.11372757  007.82843126 10
112  63.11385147  007.82854574  63.11391910  007.82850430
111  63.11385147  007.82854574 10
115  63.11396089  007.82847570
120 Linear Feature 32
111  63.11325214  007.82721827 1
111  63.11323917  007.82720914 1
111  63.11324315  007.82722719 1
111  63.11323413  007.82722523 1
115  63.11324205  007.82724980
120 Linear Feature 30
112  63.11248871  007.82748114  63.11233664  007.82763802 10
111  63.11238525  007.82802058 10
115  63.11255837  007.82915637
120 Linear Feature 29
111  63.11289096  007.83133839 10
111  63.11307378  007.83253785 10
116  63.11327438  007.83272330  63.11340889  007.83266979
120 Linear Feature 27
111  63.11337568  007.82712977 1
115  63.11335531  007.82713585
120 Linear Feature 26
111  63.11337568  007.82713013 1
111  63.11336152  007.82711425 1
115  63.11336336  007.82713975
120 Linear Feature 24
111  63.11369574  007.82665274 10
115  63.11372626  007.82685510
120 Linear Feature 22
111  63.11325469  007.82634015 1
112  63.11325602  007.82635836  63.11325391  007.82636210 1
111  63.11324796  007.82635118 1
112  63.11324808  007.82636935  63.11324595  007.82637177 1
115  63.11324102  007.82636040
120 Linear Feature 20
112  63.11313995  007.82556242  63.11314505  007.82555898 1
112  63.11314096  007.82558970  63.11313264  007.82558246
111  63.11314096  007.82558970 1
111  63.11312552  007.82557633 1
115  63.11313029  007.82560221
120 Linear Feature 19
111  63.11302167  007.82480144 1
111  63.11302724  007.82480180 1
115  63.11301567  007.82483094
120 Linear Feature 67
111  63.11370631  007.82876361 2
115  63.11349823  007.82891775
120 Linear Feature 66
111  63.11379561  007.82936428 2
115  63.11358917  007.82951198
120 Linear Feature 65
111  63.11388488  007.82996473 2
115  63.11368006  007.83010587
120 Linear Feature 64
111  63.11338885  007.82833429 2
111  63.11361894  007.82817592 2
111  63.11397442  007.83056705 2
115  63.11377083  007.83069898
120 Linear Feature 63
112  63.11391908  007.83025071  63.11398472  007.83021214 10
115  63.11401226  007.83033626
120 Linear Feature 62
111  63.11397554  007.83009056 10
112  63.11391908  007.83025071  63.11386873  007.83028581
111  63.11391908  007.83025071 10
115  63.11376754  007.83035881
120 Linear Feature 61
112  63.11383063  007.82967960  63.11389300  007.82964337 10
115  63.11392364  007.82974327
120 Linear Feature 60
111  63.11388738  007.82950063 10
112  63.11383063  007.82967960  63.11378826  007.82970752
111  63.11383063  007.82967960 10
116  63.11368447  007.82977510  63.11368366  007.82977781
120 Linear Feature 59
112  63.11373651  007.82907190  63.11379542  007.82903454 10
115  63.11383156  007.82912710
120 Linear Feature 58
111  63.11379969  007.82891387 10
112  63.11373651  007.82907190  63.11367081  007.82911860
111  63.11373651  007.82907190 10
115  63.11359005  007.82917365
120 Linear Feature 57
112  63.11364519  007.82848224  63.11372511  007.82844185 10
115  63.11374890  007.82857399
120 Linear Feature 56
111  63.11370693  007.82829316 10
112  63.11364519  007.82848224  63.11357832  007.82852505
111  63.11364519  007.82848224 10
115  63.11350029  007.82858083
120 Linear Feature 108
111  63.11416851  007.82983550 2
115  63.11420706  007.83008799
120 Linear Feature 107
111  63.11406222  007.82913937 2
115  63.11410093  007.82939290
120 Linear Feature 106
111  63.11396089  007.82847570 2
115  63.11400308  007.82875200
120 Linear Feature 4
111  63.11273407  007.82388417 3 102
112  63.11290101  007.82516549  63.11292272  007.82531855 3 102
111  63.11283367  007.82538801 3 102
111  63.11244706  007.82567477
112  63.11244706  007.82567477  63.11225011  007.82571456 3 102
115  63.11218193  007.82536698
120 Linear Feature 7
111  63.11339397  007.83333057 3 102
112  63.11356447  007.83274615  63.11377036  007.83257469
111  63.11356447  007.83274615 3 102
115  63.11410603  007.83233719
120 Linear Feature 6
111  63.11259884  007.82804925 3 102
112  63.11272951  007.82752580  63.11287155  007.82736876
111  63.11272951  007.82752580 3 102
111  63.11291890  007.82738132
112  63.11291890  007.82738132  63.11302685  007.82730594 3 102
111  63.11309692  007.82746926 3 102
111  63.11319540  007.82773727 3 102
112  63.11334758  007.82816129  63.11340032  007.82833121
111  63.11334758  007.82816129 3 102
111  63.11344490  007.82856925 3 102
111  63.11389854  007.83153355 3 102
112  63.11374959  007.83213512  63.11356225  007.83228307
111  63.11374959  007.83213512 3 102
111  63.11345748  007.83234446 3 102
116  63.11320531  007.83209788  63.11311517  007.83177521
120 Linear Feature 5
112  63.11239336  007.82677829  63.11232518  007.82629672 3 102
111  63.11251172  007.82608525 3 102
111  63.11270773  007.82594078 3 102
112  63.11295204  007.82611945  63.11306094  007.82639863
111  63.11295204  007.82611945
112  63.11295204  007.82611945  63.11299231  007.82623649 3 102
112  63.11300980  007.82652285  63.11300955  007.82666073
111  63.11300980  007.82652285 3 102
112  63.11288292  007.82695418  63.11276739  007.82705049
111  63.11288292  007.82695418 3 102
111  63.11268785  007.82710284 3 102
116  63.11239336  007.82677829  63.11232518  007.82629672
120 Linear Feature 93
111  63.11434418  007.83526332 4
115  63.11433287  007.83519200
120 Linear Feature 8
111  63.11391849  007.83248018 4
115  63.11384316  007.83199294
120 Linear Feature 10
111  63.11294217  007.82608570 4 103
115  63.11283367  007.82538801
120 Linear Feature 9
111  63.11319540  007.82773727 4 103
115  63.11300980  007.82652285
120 Linear Feature 71
111  63.11259066  007.82397854 4
115  63.11256691  007.82390536
120 Linear Feature 15
111  63.11346225  007.82510260 10
115  63.11349263  007.82530588
120 Linear Feature 13
111  63.11357581  007.82585746 10
115  63.11360874  007.82607577
120 Linear Feature 11
111  63.11301258  007.82483643 10
112  63.11297258  007.82526379  63.11298745  007.82558544
111  63.11297258  007.82526379 10
112  63.11295896  007.82548535  63.11293069  007.82554933
111  63.11295896  007.82548535
112  63.11295896  007.82548535  63.11295068  007.82550533 10
112  63.11291649  007.82554375  63.11289938  007.82556131
111  63.11291649  007.82554375
112  63.11291649  007.82554375  63.11289250  007.82556837
111  63.11286844  007.82558646 10
111  63.11226512  007.82604422
112  63.11226512  007.82604422  63.11208994  007.82610006 10
111  63.11203742  007.82573857 10
115  63.11194132  007.82510812
120 Linear Feature 109
111  63.11593748  007.85023730 19
111  63.11604938  007.85043493 19
111  63.11621838  007.85147559 19
111  63.11571845  007.85185028 19
111  63.11554599  007.85080382 19
115  63.11557147  007.85051698
120 Linear Feature 110
111  63.10954986  007.80811285 19
111  63.10957579  007.80782682 19
111  63.10937836  007.80658219 19
111  63.10885250  007.80696880 19
111  63.10906072  007.80821024 19
115  63.10916917  007.80839337
21  63.10963016  007.81314892 3 71.3900 3.00 07  PAPI-4R
21  63.11046486  007.81249532 2 71.3900 3.00 07  PAPI-4L
21  63.11543415  007.84482813 3 251.4200 3.00 25  PAPI-4R
21  63.11454380  007.84549721 2 251.4200 3.00 25  PAPI-4L
20  63.11368635  007.83041930 161.5900 0 2 {@L}8
20  63.11359783  007.82983722 161.5900 0 2 {@L}7
20  63.11351047  007.82922982 162.9900 0 2 {@L}6
20  63.11342603  007.82863529 162.9900 0 2 {@L}5
20  63.11253132  007.82666090 74.4800 0 2 {@Y}B{^l,@@,^r}A
20  63.11395344  007.83271851 161.5600 0 3 {@L}C{@R}07-25{@@,@L}C
20  63.11380388  007.83175421 161.5600 0 3 {@L}C{@R}07-25{@@,@L}C
20  63.11320930  007.82783894 161.5700 0 3 {@L}B{@R}07-25{@@,@L}B
20  63.11297784  007.82632579 161.5700 0 4 {@L}B{@R}07-25{@L}A
20  63.11281850  007.82531331 161.5700 0 3 {@L}A{@R}07-25{@@,@L}A
20  63.11358395  007.83359892 251.3500 0 2 {@Y,^r}C
20  63.11328003  007.83155173 75.9600 0 2 {@Y}C{^l}
14  63.11030844  007.82505073  52.49 0 ATC Tower
1300  63.11440615  007.83139198  71.74 tie_down helos Heli Gate 14
1301 A airline 
1300  63.11430633  007.83073820  71.74 tie_down helos Heli Gate 13
1301 A airline 
1300  63.11420391  007.83006734  71.74 tie_down helos Heli Gate 12
1301 A airline 
1300  63.11409532  007.82935615  71.74 tie_down helos Heli Gate 11
1301 A airline 
1300  63.11399197  007.82867923  71.74 tie_down helos Heli Gate 10
1301 A airline 
1300  63.11376754  007.83035881 162.63 tie_down props|helos Stand 8
1301 A general_aviation 
1300  63.11368366  007.82977781 162.63 tie_down props|helos Stand 7
1301 A general_aviation 
1300  63.11359005  007.82917365 162.63 tie_down props|helos Stand 6
1301 A general_aviation 
1300  63.11350029  007.82858083 162.63 tie_down props|helos Stand 5
1301 A general_aviation 
1300  63.11372626  007.82685510 340.99 gate jets|turboprops Gate 4
1301 C airline 
1300  63.11360874  007.82607577 -18.54 gate jets|turboprops Gate 3
1301 C airline 
1300  63.11349263  007.82530588 340.99 gate jets|turboprops Gate 2
1301 C airline 
1300  63.11337764  007.82454336 340.99 gate jets|turboprops Gate 1
1301 C airline 
19  63.11048825  007.81090876 1 Windsock 1
19  63.11440070  007.84538648 1 Windsock 2
1050 135075 ATIS
1055 119350 Approach
1054 118300 Tower
1200 
1201  63.11431743  007.82752194 both 0 _stop
1201  63.11436581  007.82789226 both 1 _stop
1201  63.11346472  007.82430449 both 2 _stop
1201  63.11388116  007.82700546 both 3 _stop
1201  63.11372350  007.82598070 both 4 _stop
1201  63.11360473  007.82521542 both 5 _stop
1201  63.11386992  007.82714437 both 6 _stop
1201  63.11402169  007.82815236 both 7 _stop
1201  63.11485924  007.83158004 both 8 _start
1201  63.11457724  007.83177219 both 9 _start
1201  63.11445110  007.83095033 both 10 _start
1201  63.11434782  007.83027734 both 11 _start
1201  63.11423851  007.82956511 both 12 _start
1201  63.11413441  007.82888684 both 13 _start
1201  63.11319873  007.82694774 both 14 B_stop
1201  63.11298159  007.82550438 both 15 A_stop
1201  63.11414369  007.83206875 both 16 W_stop
1201  63.11422732  007.83177622 both 17 W_stop
1201  63.11368447  007.82815119 both 18 W_stop
1201  63.11319974  007.82713618 both 19 W_stop
1201  63.11388637  007.83226169 both 20 C_start
1201  63.11308875  007.82702756 both 21 B_start
1201  63.11286891  007.82558501 both 22 N_stop
1201  63.10919247  007.80713925 both 23 N_stop
1201  63.11586940  007.85119151 both 24 N_start
1201  63.11309358  007.83286185 both 25 N_start
1201  63.11229660  007.82762468 both 26 N_start
1201  63.11208175  007.82618443 both 27 N_start
1202 16 20 twoway taxiway_A W
1202 21 14 twoway taxiway_C B
1202 22 15 twoway taxiway_C A
1202 17 16 twoway taxiway_A W
1202 18 17 twoway taxiway_A W
1202 19 18 twoway taxiway_A W
1202 21 19 twoway taxiway_A W
1202 20 25 twoway taxiway_A C
1204 departure 07,25
1204 arrival 07,25
1202 21 26 twoway taxiway_C B
1204 departure 07,25
1204 arrival 07,25
1202 27 22 twoway taxiway_C A
1204 departure 07,25
1204 arrival 07,25
1202 24 25 twoway runway 07/25
1204 departure 07,25
1204 arrival 07,25
1204 ils 07,25
1202 25 26 twoway runway 07/25
1204 departure 07,25
1204 arrival 07,25
1204 ils 07,25
1202 26 27 twoway runway 07/25
1204 departure 07,25
1204 arrival 07,25
1204 ils 07,25
1202 27 23 twoway runway 07/25
1204 departure 07,25
1204 arrival 07,25
1204 ils 07,25
1206 1 0 twoway  
1206 7 1 twoway  
1206 3 4 twoway  
1206 4 5 twoway  
1206 5 2 twoway  
1206 6 3 twoway  
1206 7 6 twoway  
1206 8 9 twoway  
1206 9 10 twoway  
1206 10 11 twoway  
1206 11 12 twoway  
1206 12 13 twoway  
1206 13 7 twoway  
1400  63.11425242  7.82751597 -17.70 food 0 New Service Truck 111
1400  63.11424058  7.82744449 -17.70 food 0 New Service Truck 111
1400  63.11385082  7.82656352  251.81 baggage_train 3 New Service Truck 108
1400  63.11387137  7.82654333  251.42 baggage_train 3 New Service Truck 107
1400  63.11372798  7.82645767  528.89 baggage_loader 0 New Service Truck 106
1400  63.11372125  7.82639660  525.04 baggage_loader 0 New Service Truck 105
1400  63.11493075  7.83161689  163.38 fuel_liners 0 New Service Truck 104
1400  63.11494325  7.83168087  163.38 fuel_props 0 New Service Truck 104
1400  63.11492878  7.83177103  163.38 fuel_jets 0 New Service Truck 104
1400  63.11442995  7.83030069  248.03 gpu 0 New Service Truck 116
1400  63.11362674  7.82503115  252.97 gpu 0 New Service Truck 115
1400  63.11355550  7.82458402  71.11 gpu 0 New Service Truck 114
1400  63.11355207  7.82525788  162.02 pushback 0 New Service Truck 110
99
