I
1100 Generated by WorldEditor 1.7.1r2

1     41 1 0 ENAN Andøya Andenes
1302 city Andenes
111  69.27901481  016.13153544
111  69.27856383  016.13001377
111  69.27841564  016.13031437
111  69.27891242  016.13204302
112  69.27890130  016.13237830  69.27882458  016.13255261
111  69.27890130  016.13237830
112  69.27890130  016.13237830  69.27784458  016.13607156
111  69.27885347  016.13842592
111  69.27910536  016.13821961
112  69.27910536  016.13821961  69.27824442  016.13591344
112  69.27957604  016.13188447  69.28019742  016.13139786
113  69.27957604  016.13188447
110 1 0.00 41.0600 New Taxiway 18
111  69.27885347  016.13842592
111  69.27925593  016.13943862
112  69.27924036  016.13978851  69.27919097  016.13995013
111  69.27924036  016.13978851
111  69.27904062  016.14052827
111  69.27919787  016.14075113
111  69.27936891  016.14008938
112  69.27936891  016.14008938  69.27941310  016.13997183
111  69.27952745  016.14012181
111  69.28217254  016.14677753
112  69.28219639  016.14724916  69.28215728  016.14743626
111  69.28219639  016.14724916
111  69.28206852  016.14783170
112  69.28184438  016.14812935  69.28176766  016.14844826
111  69.28184438  016.14812935
112  69.28184438  016.14812935  69.28172403  016.14863110
111  69.28188048  016.14901379
112  69.28217383  016.14889473  69.28230019  016.14845676
111  69.28217383  016.14889473
112  69.28217383  016.14889473  69.28226860  016.14858858
111  69.28222046  016.14823140
111  69.28239647  016.14757657
112  69.28239647  016.14757657  69.28242054  016.14748303
111  69.28249689  016.14759369
111  69.28351819  016.15016355
112  69.28407178  016.15086520  69.28439620  016.15089165
111  69.28407178  016.15086520
112  69.28407178  016.15086520  69.28430574  016.15091810
111  69.28432683  016.15150425
112  69.28432683  016.15150425  69.28436412  016.15053776
112  69.28461856  016.14998050  69.28469862  016.14983852
111  69.28461856  016.14998050
112  69.28365836  016.14968422  69.28324973  016.14866139
111  69.28365836  016.14968422
113  69.27910536  016.13821961
110 1 0.00 59.0300 New Taxiway 17
111  69.29339225  016.13550503
112  69.29326363  016.13527702  69.29319719  016.13503240
111  69.29326363  016.13527702
111  69.29301467  016.13417336
112  69.29324297  016.13197470  69.29369138  016.13111091
111  69.29324297  016.13197470
111  69.29347903  016.13160406
111  69.29304242  016.12946636
111  69.29150462  016.13210240
111  69.29173327  016.13323822
112  69.29173327  016.13323822  69.29191307  016.13410196
111  69.29217103  016.13369767
112  69.29245234  016.13374022  69.29252605  016.13403375
111  69.29245234  016.13374022
111  69.29288559  016.13577796
113  69.29292142  016.13627553
110 1 0.00 59.3600 New Taxiway 16
111  69.29292766  016.13713008
111  69.29313518  016.13714664
111  69.29379997  016.14031130
111  69.29372790  016.14114856
111  69.29449294  016.13988607
111  69.29429138  016.13963768
111  69.29420864  016.13980077
111  69.29414220  016.13957740
111  69.29352731  016.13644794
113  69.29365427  016.13594434
110 2 0.00 328.0200 New Taxiway 15
111  69.30040981  016.10975895
111  69.30048033  016.11008652
111  69.30078764  016.10957670
111  69.30127362  016.10952126
112  69.30150819  016.10987531  69.30157420  016.11020576
111  69.30150819  016.10987531
112  69.30150819  016.10987531  69.30162571  016.11044590
111  69.30140243  016.11090103
111  69.30088721  016.11168044
111  69.30083353  016.11191646
111  69.30082773  016.11234747
111  69.30091260  016.11248909
111  69.30107076  016.11321565
111  69.30158867  016.11234612
111  69.30159287  016.11222141
111  69.30145930  016.11154024
112  69.30151010  016.11108617  69.30161288  016.11089803
111  69.30151010  016.11108617
111  69.30171655  016.11074006
111  69.30170060  016.11059843
111  69.30164691  016.11035624
111  69.30166142  016.11035624
111  69.30174195  016.11013867
111  69.30153975  016.10949969
111  69.30151134  016.10911997
111  69.30146539  016.10904472
112  69.30140533  016.10914446  69.30136683  016.10918967
111  69.30140533  016.10914446
112  69.30140533  016.10914446  69.30137808  016.10917646
112  69.30129974  016.10920378  69.30125715  016.10920378
111  69.30129974  016.10920378
113  69.30070443  016.10927193
110 1 0.00 14.2500 New Taxiway 14
111  69.30219797  016.11023894
112  69.30190663  016.11047734  69.30171438  016.11034803
111  69.30190663  016.11047734
112  69.30190663  016.11047734  69.30182030  016.11040755
111  69.30174195  016.11013867
111  69.30166142  016.11035624
111  69.30164691  016.11035624
111  69.30170060  016.11059843
111  69.30171655  016.11074006
111  69.30184061  016.11069080
111  69.30206333  016.11087142
113  69.30211985  016.11104056
110 2 0.00 97.8400 New Taxiway 13
111  69.30373026  016.10516488
111  69.30382296  016.10516487
112  69.30391666  016.10559253  69.30391666  016.10586907
111  69.30381695  016.10594253
111  69.30408291  016.10600735
112  69.30401185  016.10566564  69.30401689  016.10544754
112  69.30413373  016.10525181  69.30416396  016.10488974
111  69.30413373  016.10525181
112  69.30413373  016.10525181  69.30416849  016.10485695
111  69.30404058  016.10474931
112  69.30395178  016.10476163  69.30389133  016.10480439
111  69.30395178  016.10476163
113  69.30376896  016.10462615
110 1 0.00 0.0000 New Taxiway 12
111  69.30415116  016.10635759
112  69.30414594  016.10675664  69.30407625  016.10690275
111  69.30414594  016.10675664
111  69.30392569  016.10721973
112  69.30392569  016.10721973  69.30386775  016.10727818
111  69.30381687  016.10708918
111  69.30373156  016.10722712
111  69.30394049  016.10809912
111  69.30404065  016.10790853
111  69.30399082  016.10772609
112  69.30400488  016.10737397  69.30405425  016.10722001
111  69.30400488  016.10737397
111  69.30438875  016.10660950
114  69.30438875  016.10660950  69.30429371  016.10645759
110 1 0.00 319.5600 New Taxiway 11
111  69.30502389  016.10770685
112  69.30507595  016.10750473  69.30512549  016.10740019
111  69.30507595  016.10750473
111  69.30531309  016.10698151
112  69.30531309  016.10698151  69.30540502  016.10691352
111  69.30546352  016.10701994
111  69.30551576  016.10691352
111  69.30531100  016.10611243
111  69.30523161  016.10631344
111  69.30527653  016.10649081
112  69.30524310  016.10677754  69.30518669  016.10695491
111  69.30524310  016.10677754
111  69.30500721  016.10730280
112  69.30500721  016.10730280  69.30496397  016.10739546
113  69.30491798  016.10731717
110 2 0.00 74.7900 New Taxiway 9
111  69.30586188  016.11502289
112  69.30580597  016.11475766  69.30578965  016.11461909
111  69.30580597  016.11475766
111  69.30523452  016.10894283
111  69.30507063  016.10853068
112  69.30498206  016.10878575  69.30489072  016.10882424
111  69.30498206  016.10878575
112  69.30498206  016.10878575  69.30492668  016.10864003
111  69.30478935  016.10870327
111  69.30472538  016.10840770
111  69.30458449  016.10869868
111  69.30473267  016.10931960
112  69.30497315  016.10924399  69.30508229  016.10876098
111  69.30497315  016.10924399
112  69.30497315  016.10924399  69.30506550  016.10887183
111  69.30515550  016.10921787
111  69.30517459  016.10941434
112  69.30505736  016.11011235  69.30490065  016.11024300
111  69.30505736  016.11011235
111  69.30490433  016.11025441
111  69.30493672  016.11054539
111  69.30507437  016.11043312
112  69.30530955  016.11080321  69.30535716  016.11123488
111  69.30530955  016.11080321
111  69.30534141  016.11113104
112  69.30528003  016.11145271  69.30519356  016.11149670
112  69.30507275  016.11135419  69.30497461  016.11143393
111  69.30497639  016.11174828
111  69.30484684  016.11187888
111  69.30488408  016.11238982
111  69.30507842  016.11213779
112  69.30507842  016.11213779  69.30523291  016.11217078
111  69.30525979  016.11184222
112  69.30541693  016.11190822  69.30550146  016.11224366
111  69.30541693  016.11190822
111  69.30568273  016.11464359
112  69.30568273  016.11464359  69.30570372  016.11490094
113  69.30566180  016.11517335
110 2 0.00 39.1900 New Taxiway 9
111  69.30523452  016.10894283
112  69.30523452  016.10894283  69.30487591  016.10580203
112  69.30306090  016.10649292  69.30237846  016.10758758
111  69.30306090  016.10649292
111  69.30297657  016.10700570
112  69.30507063  016.10853068  69.30591492  016.11252029
113  69.30507063  016.10853068
110 2 0.00 285.5800 New Taxiway 9
111  69.30306090  016.10649292
112  69.30306090  016.10649292  69.30305545  016.10650179
112  69.30304466  016.10651970  69.30303929  016.10652869
111  69.30304466  016.10651970
112  69.30304466  016.10651970  69.30298853  016.10661354
112  69.30288850  016.10681832  69.30284042  016.10692279
111  69.30288850  016.10681832
112  69.30288850  016.10681832  69.30275225  016.10711442
112  69.30256762  016.10775495  69.30248794  016.10806588
111  69.30256762  016.10775495
112  69.30256762  016.10775495  69.30250722  016.10799062
112  69.30242732  016.10840707  69.30239331  016.10859858
111  69.30242732  016.10840707
112  69.30242732  016.10840707  69.30236669  016.10874853
111  69.30234382  016.10898365
111  69.30224821  016.11001620
111  69.30219797  016.11023894
111  69.30211985  016.11104056
111  69.30225762  016.11109088
111  69.30255943  016.11133876
112  69.30255943  016.11133876  69.30277281  016.11147401
111  69.30285909  016.11077133
111  69.30307146  016.10893785
112  69.30307146  016.10893785  69.30310527  016.10865413
112  69.30293157  016.10785468  69.30273102  016.10733343
111  69.30293157  016.10785468
112  69.30293157  016.10785468  69.30281147  016.10748849
113  69.30297657  016.10700570
111  69.30282126  016.11070591
112  69.30258517  016.11119655  69.30243996  016.11109902
111  69.30258517  016.11119655
111  69.30243787  016.11108424
112  69.30243787  016.11108424  69.30227699  016.11088325
111  69.30231355  016.11046946
111  69.30243787  016.10910392
111  69.30264889  016.10796892
112  69.30289230  016.10790685  69.30299781  016.10810193
111  69.30289230  016.10790685
111  69.30300721  016.10824380
112  69.30303020  016.10891771  69.30298214  016.10933152
113  69.30303020  016.10891771
110 2 0.00 264.4800 New Taxiway 9
111  69.30211985  016.11104056
112  69.30214201  016.11121870  69.30213734  016.11128138
111  69.30214201  016.11121870
112  69.30207575  016.11242753  69.30205618  016.11319117
111  69.30207575  016.11242753
112  69.30207575  016.11242753  69.30207238  016.11256690
111  69.30202231  016.11259477
111  69.30188952  016.11260393
111  69.30188952  016.11285822
111  69.30200774  016.11286509
112  69.30205308  016.11300942  69.30205443  016.11314306
111  69.30205308  016.11300942
111  69.30210779  016.11408828
111  69.30211362  016.11422298
112  69.30206989  016.11444016  69.30202325  016.11449514
111  69.30206989  016.11444016
111  69.30193192  016.11453912
111  69.30196787  016.11485526
111  69.30207378  016.11476454
112  69.30218358  016.11494874  69.30221078  016.11514667
111  69.30218358  016.11494874
111  69.30228125  016.11484098
112  69.30228125  016.11484098  69.30226640  016.11470735
111  69.30233712  016.11458898
111  69.30243510  016.11452025
111  69.30241161  016.11424764
111  69.30229583  016.11429345
112  69.30221809  016.11409873  69.30220352  016.11394203
111  69.30221809  016.11409873
111  69.30218004  016.11315029
112  69.30218004  016.11315029  69.30217599  016.11297656
111  69.30224967  016.11291891
111  69.30242052  016.11290745
111  69.30242052  016.11260734
111  69.30225534  016.11260505
112  69.30218166  016.11240804  69.30218301  016.11225340
111  69.30218166  016.11240804
112  69.30218166  016.11240804  69.30219583  016.11184764
113  69.30225762  016.11109088
110 2 0.00 59.7300 New Taxiway 9
111  69.30218358  016.11494874
111  69.30233767  016.11604013
112  69.30229156  016.11628673  69.30222355  016.11637149
112  69.30209026  016.11625491  69.30202305  016.11634654
111  69.30199973  016.11655082
111  69.30183649  016.11698676
111  69.30197349  016.11736613
111  69.30206677  016.11698676
112  69.30228442  016.11669536  69.30235325  016.11617990
111  69.30228442  016.11669536
112  69.30228442  016.11669536  69.30233867  016.11634943
111  69.30246709  016.11668986
111  69.30297859  016.11915624
112  69.30297859  016.11915624  69.30305275  016.11954024
111  69.30295062  016.11986318
111  69.30328552  016.11931514
112  69.30306013  016.11897183  69.30296639  016.11859178
111  69.30306013  016.11897183
111  69.30260926  016.11678398
112  69.30264074  016.11648378  69.30268393  016.11641887
111  69.30264074  016.11648378
111  69.30268622  016.11642440
112  69.30268622  016.11642440  69.30275261  016.11634421
112  69.30287511  016.11643100  69.30294069  016.11633248
111  69.30297538  016.11609781
111  69.30312230  016.11574152
111  69.30299384  016.11541648
111  69.30288502  016.11572164
112  69.30272097  016.11573126  69.30265457  016.11585497
112  69.30264826  016.11613019  69.30258510  016.11625619
111  69.30264826  016.11613019
111  69.30258866  016.11623298
112  69.30258866  016.11623298  69.30252523  016.11632653
111  69.30248761  016.11618074
112  69.30228125  016.11484098  69.30223434  016.11438295
113  69.30228125  016.11484098
110 2 0.00 353.5300 New Taxiway 9
111  69.30205308  016.11300942
112  69.30205308  016.11300942  69.30205848  016.11329578
111  69.30188786  016.11342575
111  69.30125007  016.11360611
112  69.30067584  016.11403669  69.30045896  016.11437646
111  69.30067584  016.11403669
111  69.30122825  016.11394148
112  69.30129820  016.11413611  69.30131220  016.11431820
111  69.30129820  016.11413611
111  69.30135884  016.11511253
112  69.30135884  016.11511253  69.30136531  016.11526602
112  69.30129354  016.11561394  69.30132512  016.11599651
111  69.30145561  016.11596031
112  69.30158245  016.11555200  69.30156463  016.11520608
112  69.30146494  016.11506965  69.30145360  016.11491845
111  69.30146494  016.11506965
111  69.30140314  016.11409982
112  69.30140314  016.11409982  69.30138915  016.11390585
111  69.30149292  016.11385241
111  69.30191637  016.11372541
112  69.30210779  016.11408828  69.30213129  016.11430546
113  69.30210779  016.11408828
110 2 0.00 291.1800 New Taxiway 9
111  69.30067584  016.11403669
112  69.30067584  016.11403669  69.30060938  016.11411586
111  69.30055341  016.11395973
111  69.30044887  016.11407722
112  69.30041649  016.11442540  69.30035072  016.11454019
111  69.30041649  016.11442540
112  69.30041649  016.11442540  69.30006249  016.11500331
111  69.29978537  016.11676904
112  69.29966009  016.11685416  69.29960373  016.11678269
112  69.29954916  016.11648307  69.29945296  016.11635388
111  69.29939126  016.11649911
111  69.29930624  016.11622195
111  69.29917588  016.11663197
111  69.29933296  016.11697556
112  69.29958057  016.11713774  69.29979628  016.11690684
111  69.29958057  016.11713774
112  69.29958057  016.11713774  69.29969523  016.11702229
111  69.29969572  016.11738787
112  69.29958973  016.11910715  69.29956314  016.11988691
111  69.29958973  016.11910715
112  69.29958973  016.11910715  69.29957853  016.11929714
111  69.29947772  016.11924267
112  69.29947772  016.11924267  69.29942875  016.11922288
112  69.29933467  016.11891435  69.29926191  016.11889060
111  69.29933467  016.11891435
112  69.29933467  016.11891435  69.29918216  016.11886686
111  69.29916463  016.11935912
111  69.29904452  016.11992604
111  69.29922468  016.12019710
111  69.29927057  016.11974088
112  69.29927057  016.11974088  69.29937131  016.11975672
111  69.29942036  016.11955573
112  69.29951820  016.11990123  69.29947203  016.12032871
111  69.29951820  016.11990123
112  69.29951820  016.11990123  69.29940347  016.12054245
111  69.29929632  016.12147679
112  69.29920860  016.12162950  69.29914949  016.12161347
111  69.29920860  016.12162950
111  69.29920277  016.12194009
112  69.29926398  016.12217923  69.29926156  016.12235790
111  69.29926398  016.12217923
112  69.29926398  016.12217923  69.29926295  016.12365617
111  69.29949758  016.12473345
112  69.29949758  016.12473345  69.29957628  016.12517600
111  69.29949495  016.12551824
111  69.29981656  016.12499194
112  69.29959766  016.12460151  69.29951701  016.12418095
111  69.29959766  016.12460151
111  69.29945576  016.12375522
112  69.29946658  016.12091043  69.29966302  016.11943801
111  69.29946658  016.12091043
112  69.29960504  016.12067678  69.29969443  016.12078399
111  69.29960504  016.12067678
111  69.29966010  016.12074779
112  69.29966010  016.12074779  69.29972617  016.12083575
112  69.29977022  016.12115553  69.29983143  016.12121600
111  69.29977022  016.12115553
112  69.29977022  016.12115553  69.29989556  016.12127647
111  69.29995402  016.12089440
111  69.30014431  016.12059661
111  69.30001799  016.12016597
111  69.29990787  016.12045688
112  69.29971840  016.12048437  69.29962123  016.12071252
111  69.29971840  016.12048437
111  69.29964309  016.12039961
112  69.29964309  016.12039961  69.29956342  016.12030066
111  69.29960585  016.12005831
112  69.29970272  016.11879844  69.29971811  016.11821659
111  69.29983060  016.11721602
112  69.29996818  016.11711706  69.30005563  016.11721877
111  69.29996818  016.11711706
112  69.29996818  016.11711706  69.30004786  016.11721052
112  69.30008362  016.11755576  69.30020119  016.11770145
112  69.30027601  016.11722921  69.30026532  016.11711102
111  69.30027601  016.11722921
111  69.30043575  016.11682019
111  69.30030166  016.11649363
111  69.30021188  016.11679710
112  69.30021188  016.11679710  69.30015746  016.11668990
111  69.30006846  016.11682679
111  69.30002182  016.11682679
111  69.29996119  016.11673773
112  69.29996119  016.11673773  69.29992038  016.11666900
111  69.29995419  016.11645075
112  69.30122825  016.11394148  69.30220208  016.11358998
113  69.30122825  016.11394148
110 2 0.00 24.8300 New Taxiway 9
111  69.30055341  016.11395973
112  69.30021488  016.11308833  69.30004837  016.11288250
111  69.30021488  016.11308833
111  69.29986022  016.11262377
112  69.29983496  016.11231316  69.29987059  016.11215969
111  69.29994054  016.11213152
112  69.29994054  016.11213152  69.30004742  016.11203760
111  69.30000890  016.11171239
111  69.30009399  016.11119214
111  69.29993812  016.11101462
111  69.29989427  016.11115015
111  69.29988077  016.11139067
112  69.29975459  016.11199579  69.29983394  016.11257991
111  69.29975459  016.11199579
112  69.29975459  016.11199579  69.29978536  016.11229128
111  69.29964933  016.11233748
111  69.29941302  016.11204083
111  69.29938715  016.11187699
112  69.29938715  016.11187699  69.29928501  016.11126743
111  69.29912287  016.11174655
112  69.29910938  016.11208059  69.29914436  016.11228950
111  69.29910938  016.11208059
111  69.29901491  016.11269301
111  69.29922127  016.11289662
111  69.29924208  016.11239555
112  69.29924208  016.11239555  69.29930912  016.11239005
111  69.29936691  016.11230806
111  69.30015769  016.11332918
112  69.30015769  016.11332918  69.30034658  016.11359042
113  69.30044887  016.11407722
110 2 0.00 180.5600 New Taxiway 9
111  69.29920860  016.12162950
111  69.29893436  016.12154028
111  69.29832109  016.12153238
112  69.29832109  016.12153238  69.29822879  016.12152139
111  69.29811813  016.12161933
112  69.29803068  016.12129408  69.29805595  016.12100273
111  69.29803068  016.12129408
112  69.29803068  016.12129408  69.29806663  016.12093677
111  69.29802097  016.12081995
112  69.29785174  016.12064359  69.29774485  016.12078101
111  69.29785174  016.12064359
112  69.29785174  016.12064359  69.29781287  016.12070131
111  69.29778291  016.12082224
111  69.29765012  016.12076040
111  69.29760963  016.12131240
111  69.29781206  016.12133531
112  69.29792380  016.12150480  69.29794809  016.12162848
111  69.29792380  016.12150480
112  69.29792380  016.12150480  69.29797433  016.12178790
111  69.29789546  016.12191250
111  69.29805211  016.12202294
112  69.29831056  016.12184653  69.29844270  016.12184378
111  69.29831056  016.12184653
111  69.29890544  016.12184389
113  69.29920277  016.12194009
110 2 0.00 148.5200 New Taxiway 9
111  69.29789546  016.12191250
111  69.29750637  016.12258384
111  69.29773628  016.12368175
112  69.29771361  016.12405738  69.29772899  016.12427956
111  69.29771361  016.12405738
111  69.29758243  016.12427727
111  69.29767717  016.12473994
111  69.29785045  016.12434369
112  69.29785045  016.12434369  69.29789094  016.12436659
111  69.29792494  016.12429559
112  69.29797677  016.12375963  69.29791766  016.12346874
111  69.29782130  016.12348706
111  69.29768608  016.12281826
112  69.29772656  016.12256860  69.29777839  016.12247240
111  69.29772656  016.12256860
113  69.29805211  016.12202294
110 1 0.00 329.9500 New Taxiway 8
111  69.30694647  016.11933499
111  69.30682866  016.11903779
111  69.30678552  016.11909388
111  69.30672256  016.11887281
111  69.30593884  016.11511000
111  69.30586188  016.11502289
111  69.30566180  016.11517335
111  69.30547291  016.11573557
111  69.29083814  016.13968471
112  69.29026728  016.13972032  69.28999930  016.13944115
111  69.29026728  016.13972032
111  69.29113245  016.14120819
112  69.29115147  016.14002856  69.29132877  016.13972090
111  69.29115147  016.14002856
111  69.29949260  016.12641704
112  69.29980881  016.12663078  69.29992354  016.12713743
111  69.29980881  016.12663078
111  69.30037639  016.12939498
112  69.30037639  016.12939498  69.30040017  016.12990164
111  69.30028592  016.13032637
111  69.30080642  016.12946743
112  69.30049672  016.12902290  69.30035540  016.12847269
111  69.30049672  016.12902290
111  69.29994936  016.12637076
112  69.29994936  016.12637076  69.29986541  016.12591555
111  69.30003751  016.12551578
111  69.30553269  016.11646763
112  69.30601820  016.11687148  69.30621404  016.11769929
111  69.30601820  016.11687148
111  69.30645129  016.11903880
112  69.30644896  016.11927966  69.30642175  016.11932640
111  69.30644896  016.11927966
111  69.30619640  016.11970743
113  69.30595606  016.12096938
110 1 0.00 121.6700 New Taxiway 1
111  69.29506840  016.14799238
112  69.29499145  016.14679529  69.29510478  016.14623336
111  69.29499145  016.14679529
111  69.29509872  016.14626765
112  69.29523514  016.14589170  69.29531611  016.14576574
111  69.29523514  016.14589170
111  69.29500254  016.14546476
111  69.29495146  016.14560885
111  69.29483020  016.14617606
112  69.29483020  016.14617606  69.29466579  016.14692824
113  69.29428371  016.14664245
110 1 0.00 329.5100 New Taxiway 1
111  69.29523514  016.14589170
111  69.29830773  016.14088656
112  69.29837769  016.14093878  69.29840148  016.14104565
111  69.29837769  016.14093878
111  69.29847292  016.14143078
112  69.29846611  016.14197501  69.29851313  016.14217924
112  69.29880028  016.14223837  69.29895643  016.14196290
112  69.29878967  016.14113943  69.29868893  016.14100170
111  69.29878967  016.14113943
111  69.29867308  016.14097726
111  69.29859534  016.14060895
112  69.29859534  016.14060895  69.29856596  016.14045855
111  69.29861866  016.14032584
111  69.29908117  016.13959745
112  69.29916182  016.13970466  69.29919971  016.13983934
111  69.29916182  016.13970466
111  69.29928619  016.13950125
112  69.29928619  016.13950125  69.29927162  016.13936657
111  69.29929105  016.13924287
111  69.29975550  016.13843749
112  69.29986724  016.13853370  69.29991177  016.13868717
111  69.29986724  016.13853370
111  69.29997412  016.13831655
112  69.29997412  016.13831655  69.29993445  016.13815849
111  69.29995469  016.13803342
111  69.29986367  016.13730088
112  69.29965379  016.13777110  69.29955857  016.13793602
111  69.29965379  016.13777110
111  69.29518878  016.14516475
112  69.29514100  016.14516704  69.29512863  016.14511296
111  69.29514100  016.14516704
111  69.29509152  016.14492692
111  69.29497358  016.14511139
111  69.29500578  016.14526781
112  69.29500254  016.14546476  69.29497663  016.14554033
113  69.29500254  016.14546476
110 1 0.00 318.6700 New Taxiway 1
111  69.29995469  016.13803342
111  69.30060531  016.13640678
112  69.30069276  016.13645901  69.30074269  016.13655827
111  69.30069276  016.13645901
111  69.30080928  016.13617610
112  69.30080928  016.13617610  69.30078229  016.13603292
111  69.30080741  016.13591747
111  69.30114069  016.13508179
111  69.30125438  016.13546939
112  69.30125729  016.13564532  69.30123350  016.13570866
111  69.30125729  016.13564532
111  69.30101923  016.13620061
111  69.30134521  016.13744215
111  69.30194646  016.13629043
112  69.30194646  016.13629043  69.30199893  016.13617222
111  69.30197172  016.13599354
111  69.30184355  016.13547219
112  69.30184355  016.13547219  69.30179497  016.13528251
111  69.30174755  016.13527977
111  69.30161191  016.13536718
111  69.30155874  016.13516530
112  69.30155874  016.13516530  69.30127470  016.13520092
111  69.30134256  016.13464475
111  69.30143468  016.13433136
111  69.30167604  016.13390582
111  69.30174455  016.13298756
112  69.30135837  016.13292577  69.30121398  016.13248401
111  69.30135837  016.13292577
111  69.30103768  016.13135351
112  69.30103768  016.13135351  69.30096044  016.13075500
111  69.30112835  016.13021825
111  69.30039797  016.13142476
112  69.30080430  016.13168601  69.30100914  016.13222276
111  69.30080430  016.13168601
111  69.30115230  016.13340953
112  69.30110333  016.13420122  69.30096397  016.13456698
111  69.30110333  016.13420122
113  69.29986367  016.13730088
110 1 0.00 330.0000 New Taxiway 1
111  69.30167604  016.13390582
112  69.30177281  016.13400478  69.30180663  016.13414004
111  69.30177281  016.13400478
111  69.30187076  016.13446992
112  69.30187192  016.13509671  69.30193255  016.13534742
112  69.30219490  016.13527485  69.30229634  016.13510991
112  69.30228002  016.13452600  69.30223191  016.13428214
111  69.30228002  016.13452600
112  69.30228002  016.13452600  69.30220423  016.13414663
111  69.30209929  016.13410044
111  69.30199902  016.13365180
112  69.30199902  016.13365180  69.30195587  016.13341758
111  69.30203050  016.13327573
111  69.30236747  016.13274131
112  69.30251671  016.13291285  69.30257339  016.13318547
111  69.30251671  016.13291285
111  69.30249922  016.13313718
112  69.30250832  016.13341905  69.30253423  016.13353589
111  69.30250832  016.13341905
111  69.30276996  016.13460826
111  69.30317855  016.13382925
111  69.30312740  016.13359655
111  69.30318116  016.13349645
112  69.30318116  016.13349645  69.30319885  016.13346664
111  69.30321523  016.13352435
111  69.30324973  016.13369267
111  69.30338812  016.13342855
112  69.30320511  016.13307227  69.30309737  016.13309998
111  69.30320511  016.13307227
111  69.30303385  016.13310552
111  69.30288973  016.13245075
112  69.30290121  016.13186090  69.30299076  016.13169067
111  69.30290121  016.13186090
111  69.30339316  016.13102002
112  69.30355435  016.13117204  69.30361848  016.13146236
111  69.30355435  016.13117204
111  69.30378605  016.13225043
112  69.30381875  016.13271824  69.30387355  016.13299207
111  69.30381875  016.13271824
112  69.30381875  016.13271824  69.30391786  016.13312403
111  69.30410507  016.13277300
111  69.30433443  016.13245827
111  69.30449601  016.13329883
111  69.30535243  016.13205477
111  69.30576004  016.13243218
111  69.30581018  016.13311847
111  69.30684947  016.13277431
112  69.30675317  016.13259433  69.30674588  016.13251184
111  69.30675317  016.13259433
111  69.30669665  016.13201123
111  69.30692215  016.13076334
112  69.30697878  016.12973170  69.30691498  016.12930408
111  69.30697878  016.12973170
112  69.30696367  016.12879092  69.30706441  016.12838706
111  69.30725750  016.12855810
111  69.30727469  016.12779168
112  69.30716975  016.12747097  69.30718822  016.12736643
111  69.30716975  016.12747097
111  69.30726349  016.12698791
112  69.30726349  016.12698791  69.30737431  016.12697840
111  69.30745154  016.12668065
112  69.30739642  016.12575254  69.30719493  016.12529165
111  69.30704774  016.12595051
112  69.30704102  016.12662759  69.30709643  016.12681289
111  69.30704102  016.12662759
111  69.30695987  016.12699186
112  69.30695987  016.12699186  69.30692965  016.12712966
111  69.30683394  016.12703542
112  69.30538286  016.12694666  69.30471845  016.12819455
111  69.30538286  016.12694666
113  69.30174455  016.13298756
111  69.30647941  016.12982787
112  69.30675566  016.13003404  69.30679064  016.13032770
111  69.30675566  016.13003404
112  69.30675566  016.13003404  69.30679647  016.13044318
111  69.30660433  016.13067738
111  69.30642739  016.13084090
111  69.30638658  016.13061984
111  69.30594234  016.13111476
111  69.30595050  016.13126654
111  69.30568932  016.13152388
112  69.30546778  016.13115105  69.30540249  016.13069243
111  69.30546778  016.13115105
112  69.30546778  016.13115105  69.30542464  016.13085410
113  69.30558088  016.13066933
111  69.30653935  016.12748020
112  69.30664545  016.12748350  69.30668276  016.12754290
111  69.30664545  016.12748350
111  69.30675156  016.12768148
112  69.30675156  016.12768148  69.30682035  016.12782006
112  69.30664428  016.12875713  69.30639593  016.12901449
111  69.30664428  016.12875713
112  69.30664428  016.12875713  69.30647638  016.12889901
111  69.30642858  016.12858225
111  69.30630848  016.12789265
112  69.30636678  016.12763858  69.30643557  016.12755939
113  69.30636678  016.12763858
112  69.30647469  016.12742352  69.30643777  016.12745926
111  69.30647469  016.12742352
111  69.30604133  016.12778646
112  69.30590433  016.12773697  69.30583923  016.12762974
111  69.30590433  016.12773697
111  69.30583825  016.12758025
112  69.30590919  016.12709907  69.30608214  016.12693134
111  69.30590919  016.12709907
112  69.30590919  016.12709907  69.30613169  016.12692034
113  69.30649509  016.12735203
112  69.30503837  016.12828494  69.30515789  016.12808698
111  69.30503837  016.12828494
111  69.30537845  016.12768281
112  69.30553780  016.12780654  69.30558833  016.12808149
111  69.30553780  016.12780654
112  69.30553780  016.12780654  69.30559804  016.12814472
111  69.30538234  016.12834268
113  69.30491691  016.12877435
112  69.30496292  016.12883541  69.30501312  016.12879187
111  69.30496292  016.12883541
111  69.30513458  016.12868877
112  69.30520178  016.12879416  69.30522122  016.12893393
111  69.30520178  016.12879416
111  69.30526980  016.12946778
112  69.30520583  016.12988478  69.30512810  016.12997643
111  69.30506413  016.12971752
113  69.30492324  016.12904161
112  69.30486047  016.13061231  69.30476137  016.13078057
111  69.30486047  016.13061231
111  69.30405263  016.13175720
112  69.30393506  016.13171596  69.30390708  016.13159059
111  69.30393506  016.13171596
111  69.30376654  016.13082177
112  69.30376654  016.13082177  69.30370474  016.13047206
111  69.30381453  016.13027913
111  69.30447947  016.12923057
112  69.30471150  016.12936254  69.30478962  016.12960998
