I
1100 Generated by WorldEditor 1.7.21r1

1     32 1 0 ESSP Norrkoping Kungsangen
1302 city Norrköping
1300  58.58438506  016.23980770 232.19 tie_down turboprops|props Fuel Station
1301 A general_aviation 
1300  58.58365717  016.23975828 272.49 tie_down jets|turboprops Corporate Hangar
1301 B general_aviation 
1300  58.59123125  016.24115905 203.36 tie_down props Club Area
1301 B general_aviation 
1300  58.58414387  016.22925909 -72.67 tie_down turboprops|props GA Hangar
1301 A general_aviation 
1300  58.58429537  016.22798067   0.32 tie_down turboprops|props GA Hangar
1301 B general_aviation 
19  58.58472461  016.26987869 0 New Windsock 28
19  58.58489193  016.25073957 0 New Windsock 27
19  58.59018894  016.24367841 0 New Windsock 26
19  58.58708201  016.23220265 0 New Windsock 25
54 12035 Kungsangen Tower
55 13295 Ostgota Control
1000 Wind Calm
1001 ESSP 000 360 2
1002 ESSP 0
1003 ESSP 0.0
1101 09 right
1100 09  13300 arrivals|departures jets|turboprops|props|helos 000000 000000 Arr,Dep Rwy 09
1100 11  13300 arrivals|departures props 000000 000000 Arr,Dep Rwy 11
1000 Western Winds
1001 ESSP 180 360 35
1002 ESSP 0
1003 ESSP 0.0
1101 27 left
1100 27  13300 arrivals|departures jets|turboprops|props|helos 000000 000000 Arr,Dep Rwy 27
1100 29  13300 arrivals|departures props 000000 000000 Arr,Dep Rwy 29
1000 Eastern Winds
1001 ESSP 000 180 35
1002 ESSP 0
1003 ESSP 0.0
1101 09 left
1100 09  13300 arrivals|departures jets|turboprops|props|helos 000000 000000 Arr,Dep Rwy 09
1100 11  13300 arrivals|departures props 000000 000000 Arr,Dep Rwy 11
1200 
1201  58.58581751  016.26963380 both 0 _stop
1201  58.58611509  016.23160319 both 1 _start
1201  58.58610459  016.23296674 both 2 _start
1201  58.58599481  016.24645212 both 3 _start
1201  58.58599130  016.24702303 both 4 _start
1201  58.58585241  016.26481674 both 5 _start
1201  58.58583659  016.26764411 both 6 _start
1201  58.58582537  016.26886728 both 7 _start
1201  58.58627822  016.24671420 both 8 D_stop
1201  58.58681653  016.24672342 both 9 D_stop
1201  58.58778399  016.24577080 both 10 _stop
1201  58.58767131  016.24625565 both 11 _stop
1201  58.58761497  016.24649808 both 12 _stop
1201  58.58758680  016.24661929 both 13 _stop
1201  58.58757271  016.24667989 both 14 _stop
1201  58.58756567  016.24671020 both 15 _stop
1201  58.59011003  016.23643323 both 16 _start
1201  58.58929964  016.23961339 both 17 _start
1201  58.58710726  016.24672403 both 18 D_stop
1201  58.58829988  016.24655037 both 19 D_stop
1201  58.58839350  016.24646977 both 20 D_stop
1201  58.58849733  016.24644789 both 21 D_stop
1201  58.58817359  016.24675984 both 22 D_stop
1201  58.58764043  016.24674194 both 23 D_stop
1201  58.58757378  016.24673970 both 24 D_stop
1201  58.58756340  016.24673538 both 25 D_stop
1201  58.58754046  016.24673858 both 26 D_stop
1201  58.58750714  016.24673746 both 27 D_stop
1201  58.58737384  016.24673299 both 28 D_stop
1201  58.58834533  016.24674838 both 29 D_stop
1201  58.58843643  016.24668248 both 30 D_stop
1201  58.58852005  016.24660798 both 31 D_stop
1201  58.58863355  016.24645326 both 32 D_stop
1201  58.59044392  016.24363660 both 33 D_stop
1201  58.59070675  016.24315520 both 34 D_stop
1201  58.59087998  016.24240158 both 35 D_stop
1201  58.59117716  016.24132702 both 36 D_start
1201  58.59106814  016.24172385 both 37 D_start
1201  58.59073908  016.23395251 both 38 _stop
1201  58.58480426  016.23240502 both 39 B_stop
1201  58.58463581  016.23239814 both 40 B_start
1201  58.58578819  016.23244261 both 41 B_stop
1201  58.58530687  016.23243798 both 42 B_start
1201  58.58361920  016.23188565 both 43 _stop
1201  58.58402595  016.23183650 both 44 _stop
1201  58.58436092  016.23187032 both 45 _stop
1201  58.58451640  016.22812657 both 46 _stop
1201  58.58450386  016.22956363 both 47 _stop
1201  58.58449434  016.22889576 both 48 _stop
1201  58.58446386  016.23065698 both 49 _stop
1201  58.58439934  016.23212155 both 50 _stop
1201  58.58440344  016.23198571 both 51 _stop
1201  58.58450687  016.23241721 both 52 _stop
1201  58.58370827  016.23939375 both 53 _stop
1201  58.58384041  016.23939300 both 54 _stop
1201  58.58425856  016.23939873 both 55 _stop
1201  58.58434218  016.23930419 both 56 _stop
1201  58.58440341  016.23910651 both 57 _stop
1201  58.58443870  016.23526078 both 58 _stop
1201  58.58444020  016.23506310 both 59 _stop
1201  58.58451785  016.23445572 both 60 _stop
1201  58.58452532  016.23394576 both 61 _stop
1201  58.58451976  016.23293435 both 62 _stop
1201  58.58460999  016.23261403 both 63 _stop
1201  58.58619997  016.26927482 both 64 C_stop
1201  58.58620495  016.26890236 both 65 C_stop
1201  58.58609997  016.26943893 both 66 C_stop
1201  58.58647020  016.26944888 both 67 C_stop
1201  58.58662576  016.26934144 both 68 C_stop
1201  58.58673090  016.26909375 both 69 C_stop
1201  58.58673936  016.26904562 both 70 C_stop
1201  58.58675592  016.26885494 both 71 C_stop
1201  58.58677713  016.26693543 both 72 C_stop
1201  58.58672765  016.26670632 both 73 C_stop
1201  58.58667388  016.26658255 both 74 C_stop
1201  58.58599434  016.26522931 both 75 C_stop
1201  58.58986834  016.24015058 both 76 _start
1201  58.58985522  016.24013379 both 77 _stop
1202 8 4 twoway taxiway_C D
1204 departure 09,27
1204 arrival 09,27
1202 8 3 twoway taxiway_C D
1204 departure 09,27
1204 arrival 09,27
1202 1 2 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
1202 2 3 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
1202 3 4 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
1202 4 5 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
1202 5 6 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
1202 6 7 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
1202 7 0 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
1202 9 8 twoway taxiway_B D
1204 departure 09,27
1204 arrival 09,27
1202 18 9 twoway taxiway_B D
1202 16 17 twoway runway 11/29
1204 departure 11,29
1204 arrival 11,29
1204 ils 11,29
1202 17 10 twoway runway 11/29
1204 departure 11,29
1204 arrival 11,29
1204 ils 11,29
1202 22 23 twoway taxiway_B D
1204 departure 11,29
1204 arrival 11,29
1202 23 24 twoway taxiway_B D
1204 departure 11,29
1204 arrival 11,29
1202 24 25 twoway taxiway_B D
1204 departure 11,29
1204 arrival 11,29
1202 25 26 twoway taxiway_B D
1204 departure 11,29
1204 arrival 11,29
1202 26 27 twoway taxiway_B D
1204 departure 11,29
1204 arrival 11,29
1202 27 28 twoway taxiway_B D
1204 departure 11,29
1204 arrival 11,29
1202 28 18 twoway taxiway_B D
1204 departure 11,29
1204 arrival 11,29
1202 19 22 twoway taxiway_B D
1202 20 19 twoway taxiway_B D
1202 21 20 twoway taxiway_B D
1202 32 21 twoway taxiway_B D
1202 29 22 twoway taxiway_B D
1202 30 29 twoway taxiway_B D
1202 31 30 twoway taxiway_B D
1202 32 31 twoway taxiway_B D
1202 33 32 twoway taxiway_B D
1202 34 33 twoway taxiway_B D
1202 35 34 twoway taxiway_B D
1202 36 37 twoway taxiway_B D
1202 37 35 twoway taxiway_B D
1202 10 11 twoway taxiway_C 
1204 departure 11,29
1204 arrival 11,29
1202 11 12 twoway taxiway_C 
1204 departure 11,29
1204 arrival 11,29
1202 12 13 twoway taxiway_C 
1204 departure 11,29
1204 arrival 11,29
1202 13 14 twoway taxiway_C 
1204 departure 11,29
1204 arrival 11,29
1202 14 15 twoway taxiway_C 
1204 departure 11,29
1204 arrival 11,29
1202 15 25 twoway taxiway_C 
1204 departure 11,29
1204 arrival 11,29
1202 16 38 twoway taxiway_C 
1204 departure 11,29
1204 arrival 11,29
1202 39 42 twoway taxiway_C B
1202 40 39 twoway taxiway_C B
1202 41 2 twoway taxiway_C B
1204 departure 09,27
1204 arrival 09,27
1202 42 41 twoway taxiway_C B
1204 departure 09,27
1204 arrival 09,27
1202 44 43 twoway taxiway_B 
1202 45 44 twoway taxiway_B 
1202 51 45 twoway taxiway_B 
1202 47 48 twoway taxiway_B 
1202 48 46 twoway taxiway_B 
1202 49 47 twoway taxiway_B 
1202 50 51 twoway taxiway_B 
1202 51 49 twoway taxiway_B 
1202 52 50 twoway taxiway_B 
1202 40 52 twoway taxiway_B 
1202 54 53 twoway taxiway_B 
1202 55 54 twoway taxiway_B 
1202 56 55 twoway taxiway_B 
1202 57 56 twoway taxiway_B 
1202 58 57 twoway taxiway_B 
1202 59 58 twoway taxiway_B 
1202 60 59 twoway taxiway_B 
1202 61 60 twoway taxiway_B 
1202 62 61 twoway taxiway_B 
1202 63 62 twoway taxiway_B 
1202 39 63 twoway taxiway_B 
1202 64 66 twoway taxiway_B C
1204 departure 09,27
1204 arrival 09,27
1202 65 64 twoway taxiway_B C
1204 departure 09,27
1204 arrival 09,27
1202 6 65 twoway taxiway_B C
1204 departure 09,27
1204 arrival 09,27
1202 66 7 twoway taxiway_C C
1204 departure 09,27
1204 arrival 09,27
1202 67 66 twoway taxiway_C C
1204 departure 09,27
1204 arrival 09,27
1202 68 67 twoway taxiway_C C
1204 departure 09,27
1204 arrival 09,27
1202 69 68 twoway taxiway_C C
1204 departure 09,27
1204 arrival 09,27
1202 70 69 twoway taxiway_C C
1204 departure 09,27
1204 arrival 09,27
1202 71 70 twoway taxiway_C C
1202 72 71 twoway taxiway_C C
1202 73 72 twoway taxiway_C C
1202 74 73 twoway taxiway_C C
1204 departure 09,27
1204 arrival 09,27
1202 75 74 twoway taxiway_C C
1204 departure 09,27
1204 arrival 09,27
1202 5 75 twoway taxiway_C C
1204 departure 09,27
1204 arrival 09,27
1202 76 37 twoway taxiway_C 
1202 17 77 twoway taxiway_C 
1204 departure 11,29
1204 arrival 11,29
99
