I
1100 Generated by WorldEditor 1.7.21r1

1    390 1 0 EFTP Tampere Pirkkala
1302 city Tampere / Pirkkala
1302 country Finland
1302 datum_lat 61.415277778
1302 datum_lon 23.587777778
1302 faa_code 
1302 iata_code TMP
1302 icao_code EFTP
1302 region_code EF
1302 state Western Finland
1302 transition_alt 5000
1302 transition_level 
100 45.11 1 0 0.00 0 3 0 06  61.40892224  023.58158575    0  150 3 3 0 0 24  61.41936876  023.62721588    0  150 3 3 0 0
102 H9  61.42144124  023.62760951 269.77 24.30 20.70 2 0 0 0.00 1
1301 C airline 
1300  61.42028627  023.61854712  29.05 tie_down jets|turboprops B3
1301 C none 
1300  61.42046365  023.62139114 154.87 misc props  GA 5
1301 A none 
1300  61.42052470  023.62165180 154.87 misc props  GA 6
1301 A none 
1300  61.42058344  023.62190524 154.87 misc props  GA 7
1301 A none 
19  61.41897500  023.61722160 1 WS
50 13355 ATIS
54 11870 PIRKKALA TWR
54 11970 PIRKKALA TWR
55 12620 PIRKKALA APP
55 11970 PIRKKALA APP
51 12710 Tampere radar
1000 East ATC Flow1
1001 EFTP 334 154 10
1002 EFTP 600
1003 EFTP 0.8
1004 0500 2000
1101 06 left
1100 06  12620 arrivals|departures heavy|jets|turboprops|props|helos|fighters 000000 000000 Arr,Dep Rwy 06
1000 West ATC Flow1
1001 EFTP 154 334 10
1002 EFTP 600
1003 EFTP 0.6
1004 0500 2000
1101 24 left
1100 24  16220 arrivals|departures heavy|jets|turboprops|props|helos|fighters 000000 000000 Arr,Dep Rwy 24
1000 Night flow
1001 EFTP 000 359 10
1002 EFTP 600
1003 EFTP 0.8
1004 2000 0500
1101 06 left
1100 06  12620 arrivals heavy|jets|turboprops|props|helos|fighters 000000 000000 Arr Rwy 06
1100 24  12620 departures heavy|jets|turboprops|props|helos|fighters 000000 000000 Dep Rwy 24
1000 East ATC Flow
1001 EFTP 334 154 999
1002 EFTP 600
1003 EFTP 0.8
1101 06 left
1100 06  12620 arrivals|departures heavy|jets|turboprops|props|helos|fighters 000000 000000 Arr,Dep Rwy 06
1000 West ATC Flow
1001 EFTP 154 334 999
1002 EFTP 600
1003 EFTP 0.6
1101 24 left
1100 24  16220 arrivals|departures heavy|jets|turboprops|props|helos|fighters 000000 000000 Arr,Dep Rwy 24
1000 Low visibility
1002 EFTP 0
1003 EFTP 0.0
1101 24 left
1100 24  16220 arrivals|departures heavy|jets|turboprops|props|helos|fighters 000000 000000 Arr,Dep Rwy 24
1200 
1201  61.42096601  023.62412550 both 0 T_stop
1201  61.42022780  023.62090969 both 1 T_stop
1201  61.41990444  023.61915903 both 2 G_stop
1201  61.41889099  023.62015107 both 3 G_stop
1201  61.42012210  023.62011476 both 4 T_stop
1201  61.41903073  023.61535810 both 5 T_stop
1201  61.41805799  023.61332443 both 6 T_stop
1201  61.41892640  023.61512702 both 7 T_stop
1201  61.41336982  023.59573071 both 8 T_start
1201  61.41375064  023.59540186 both 9 T_start
1201  61.41394941  023.59553462 both 10 T_start
1201  61.41936869  023.62721611 both 11 N_stop
1201  61.40892222  023.58158695 both 12 N_start
1201  61.41238639  023.59669604 both 13 N_start
1201  61.41653055  023.61481725 both 14 N_start
1201  61.41742435  023.61393880 both 15 N_start
1201  61.41795573  023.62103496 both 16 N_start
1201  61.41975434  023.61430006 both 17 _start
1202 1 0 twoway taxiway_A T
1202 4 1 twoway taxiway_A T
1202 3 2 twoway taxiway_C G
1202 16 3 twoway taxiway_C G
1204 departure 06,24
1204 arrival 06,24
1202 14 15 twoway taxiway_D H
1204 departure 06,24
1204 arrival 06,24
1202 15 6 twoway taxiway_D H
1202 13 8 twoway taxiway_D J
1204 departure 06,24
1204 arrival 06,24
1202 5 2 twoway taxiway_C T
1202 2 4 twoway taxiway_C T
1202 6 7 twoway taxiway_D T
1202 7 5 twoway taxiway_D T
1202 8 9 twoway taxiway_D T
1202 9 10 twoway taxiway_D T
1202 10 6 twoway taxiway_D T
1202 12 13 twoway runway 06/24
1204 departure 06,24
1204 arrival 06,24
1204 ils 06,24
1202 13 14 twoway runway 06/24
1204 departure 06,24
1204 arrival 06,24
1204 ils 06,24
1202 14 16 twoway runway 06/24
1204 departure 06,24
1204 arrival 06,24
1204 ils 06,24
1202 16 11 twoway runway 06/24
1204 departure 06,24
1204 arrival 06,24
1204 ils 06,24
1202 17 7 oneway taxiway_D 
99
