I
1100 Generated by WorldEditor 1.7.0r3

1     76 1 0 ENHD Haugesund Lufthavn Karmoy
1302 city Karmøy
112  59.34150150  005.21862428  59.34146970  005.21855901 3 102
111  59.34138563  005.21840374 3 102
112  59.34121501  005.21806958  59.34118616  005.21800286 3 102
112  59.34108973  005.21772193  59.34106849  005.21764896 3 102
116  59.34106577  005.21735264  59.34108944  005.21720905
120 Linear Feature 15
112  59.34378458  005.22016043  59.34379511  005.22012911 22
112  59.34398834  005.21952018  59.34405087  005.21932084 22
116  59.34421178  005.21894235  59.34422866  005.21889615
120 Linear Feature 15
112  59.34384492  005.22023512  59.34386426  005.22017767 22
116  59.34421178  005.21894235  59.34422584  005.21889753
120 Linear Feature 14
112  59.34393068  005.22007574  59.34403119  005.21978596 20
112  59.34419928  005.21912517  59.34428939  005.21881968
111  59.34419928  005.21912517
112  59.34419928  005.21912517  59.34424324  005.21897615 22
116  59.34434384  005.21872707  59.34439759  005.21861516
120 Linear Feature 13
112  59.34438221  005.21856262  59.34435589  005.21861226 22
112  59.34421178  005.21894235  59.34418242  005.21903170 20
115  59.34381449  005.22019470
120 Linear Feature 12
111  59.34424671  005.21772105 20
111  59.34455755  005.21710225 20
111  59.34459934  005.21718184 20
113  59.34428802  005.21779737 20
120 Linear Feature 11
111  59.34432223  005.21786060 20
111  59.34428802  005.21779737 20
111  59.34424671  005.21772105 20
115  59.34420060  005.21763583
120 Linear Feature 11
111  59.34429858  005.21790983 20
111  59.34426483  005.21784747 20
111  59.34424896  005.21781813 20
115  59.34417695  005.21768507
120 Linear Feature 10
111  59.34427225  005.21813453 20
111  59.34425284  005.21817589 20
112  59.34418782  005.21805522  59.34417938  005.21803867 20
112  59.34419209  005.21794093  59.34420615  005.21791169 20
111  59.34424896  005.21781813 20
111  59.34426483  005.21784747 20
112  59.34422298  005.21793762  59.34420835  005.21796953 20
114  59.34422905  005.21805279  59.34424525  005.21808257 20
120 Linear Feature 8
111  59.34486545  005.21768865 20
111  59.34483024  005.21762160 20
111  59.34481299  005.21758873 20
111  59.34459934  005.21718184 20
111  59.34455755  005.21710225 20
115  59.34448760  005.21696904
120 Linear Feature 8
111  59.34489603  005.21762688 20
111  59.34486105  005.21756026 20
111  59.34484387  005.21752754 20
111  59.34465615  005.21717002 20
111  59.34458862  005.21704143 20
115  59.34451818  005.21690728
120 Linear Feature 9
111  59.34507876  005.21712914 20
111  59.34486105  005.21756026 20
111  59.34484387  005.21752754 20
113  59.34506231  005.21709456 20
120 Linear Feature 9
111  59.34483024  005.21762160 20
112  59.34445442  005.21836687  59.34444580  005.21838477
111  59.34445442  005.21836687
112  59.34445442  005.21836687  59.34444007  005.21839666 20
112  59.34438354  005.21839004  59.34435655  005.21834205 20
111  59.34431942  005.21827917 20
111  59.34433461  005.21825270 20
112  59.34438523  005.21834536  59.34439536  005.21836687 20
112  59.34442489  005.21835529  59.34443754  005.21833378
111  59.34442489  005.21835529
112  59.34442489  005.21835529  59.34443256  005.21834225 20
113  59.34481299  005.21758873 20
120 Linear Feature 7
111  59.34513077  005.21702908 20
111  59.34517329  005.21694330 20
112  59.34496771  005.21653556  59.34494341  005.21649029 20
112  59.34485472  005.21652603  59.34481949  005.21659275 20
111  59.34458862  005.21704143 20
111  59.34465615  005.21717002 20
111  59.34481706  005.21686200 20
111  59.34478669  005.21680720 20
112  59.34489968  005.21658084  59.34491061  005.21655939 20
112  59.34496042  005.21658084  59.34497986  005.21661896 20
111  59.34514116  005.21694007 20
113  59.34511443  005.21699249 20
120 Linear Feature 6
111  59.34436591  005.21852082 20
111  59.34429605  005.21838381
112  59.34429605  005.21838381  59.34429605  005.21853869 20
112  59.34427479  005.21869555  59.34425353  005.21881866
113  59.34427479  005.21869555 20
120 Linear Feature 4
112  59.34070817  005.21807216  59.34075546  005.21807216 3 102
112  59.34089202  005.21813549  59.34093931  005.21819062 3 102
112  59.34107100  005.21838122  59.34112212  005.21846643 3 102
111  59.34124206  005.21869331 3 102
112  59.34157442  005.21934745  59.34160893  005.21941512 3 102
112  59.34187986  005.21961496  59.34203962  005.21962499 3 102
111  59.34227344  005.21961813 3 102
112  59.34267414  005.21882189  59.34268819  005.21879181 3 102
115  59.34270030  005.21874090
21  59.33954669  005.21850535 2 314.4000 3.00 New PAPI-4L
21  59.34893635  005.20229691 2 134.4000 3.00 New PAPI-4L
21  59.34020777  005.21980520 3 314.4000 3.00 New PAPI-4R
20  59.34311208  005.21498294 224.1400 0 2 {@R}33-13{@L}B
20  59.34391759  005.21332005 224.6100 0 2 {@R}33-13{@L}A
20  59.34147057  005.21824108 224.5500 0 2 {@R}33-13{@L}C
20  59.34115907  005.21886664 224.5500 0 2 {@L}C{@R}33-13
20  59.34281703  005.21556864 224.5500 0 2 {@L}B{@R}33-13
20  59.34361703  005.21390074 224.6100 0 2 {@L}A{@R}33-13
20  59.34362298  005.21496582 224.4000 0 2 {@Y,^l}B,C_{^l}33-13{^r}A{^r}
20  59.34135704  005.21731859 134.3500 0 2 {@Y,^l}C
20  59.34390770  005.21215861 134.3500 0 2 {@Y,^l}A
20  59.34069705  005.21869094 314.6800 0 2 {@Y}C{^r}
20  59.34218143  005.21565223 314.6800 0 2 {@Y}B{^r}
20  59.34304567  005.21384238 314.4500 0 2 {@Y}A{^r,@@,^l}B
14  59.34486629  005.21580003  49.21 0 Tower
1300  59.34483525  005.21512395  45.33 tie_down jets 1
1301 C airline sas nax
1300  59.34457010  005.21565979  45.33 tie_down turboprops 2
1301 B airline wif
1300  59.34430015  005.21620307  45.33 tie_down jets 3
1301 C airline sas nax
1300  59.34402938  005.21674798  45.33 tie_down turboprops 4
1301 B airline wif
1300  59.34375989  005.21728953  45.33 tie_down jets 5
1301 C airline sas nax
1300  59.34353403  005.21861357  45.33 tie_down turboprops 6
1301 B airline wif
1300  59.34325816  005.21917925  45.33 tie_down jets 7A
1301 C airline sas nax
1300  59.34322192  005.21894138  -8.93 tie_down turboprops 7B
1301 B airline wif
1300  59.34462590  005.21335265 -74.81 tie_down props 8
1301 A general_aviation 
1300  59.34481374  005.21323056 -74.81 tie_down props 9
1301 A general_aviation 
1300  59.34497076  005.21355331 -45.08 tie_down props 10
1301 A general_aviation 
1300  59.34521588  005.21423113  13.05 tie_down jets|turboprops|props 11
1301 B general_aviation 
18  59.34503379  005.21282240 1 BCN
19  59.33812076  005.22448288 0 New Windsock 24
19  59.35048870  005.19943385 0 New Windsock 25
50 11817 ATIS
54 12050 TWR
54 12110 TWR
1200 
1201  59.34189761  005.21941143 both 0 _stop
1201  59.34218105  005.21918501 both 1 _stop
1201  59.34263322  005.21825845 both 2 _stop
1201  59.34276048  005.21760393 both 3 _stop
1201  59.34323704  005.21666531 both 4 _stop
1201  59.34457019  005.21395196 both 5 _stop
1201  59.34487877  005.21407829 both 6 _start
1201  59.34165023  005.21920033 both 7 B_stop
1201  59.34131631  005.21854526 both 8 B_stop
1201  59.34341599  005.21615365 both 9 B_stop
1201  59.34296232  005.21527967 both 10 B_stop
1201  59.34424867  005.21450603 both 11 A_stop
1201  59.34378622  005.21361766 both 12 A_stop
1201  59.33736644  005.22419149 both 13 13/31_stop
1201  59.35066456  005.19754008 both 14 13/31_start
1201  59.34320548  005.21248826 both 15 13/31_start
1201  59.34237238  005.21414747 both 16 13/31_start
1201  59.34073687  005.21742134 both 17 13/31_start
1202 0 7 twoway taxiway_C 
1202 1 0 twoway taxiway_C 
1202 2 1 twoway taxiway_C 
1202 3 2 twoway taxiway_C 
1202 4 3 twoway taxiway_C 
1202 9 4 twoway taxiway_C 
1202 11 9 twoway taxiway_C 
1202 5 11 twoway taxiway_C 
1202 6 5 twoway taxiway_C 
1202 8 7 twoway taxiway_C C
1202 17 8 twoway taxiway_C C
1204 departure 13,31
1204 arrival 13,31
1202 10 9 twoway taxiway_C B
1202 16 10 twoway taxiway_C B
1204 departure 13,31
1204 arrival 13,31
1202 12 11 twoway taxiway_C A
1202 15 12 twoway taxiway_C A
1204 departure 13,31
1204 arrival 13,31
1202 14 15 twoway runway 13/31
1204 departure 13,31
1204 arrival 13,31
1204 ils 13,31
1202 15 16 twoway runway 13/31
1204 departure 13,31
1204 arrival 13,31
1204 ils 13,31
1202 16 17 twoway runway 13/31
1204 departure 13,31
1204 arrival 13,31
1204 ils 13,31
1202 17 13 twoway runway 13/31
1204 departure 13,31
1204 arrival 13,31
1204 ils 13,31
99
